﻿Dato,Wind,Temp,Sun,MWh,Flow
18-04-2021 00:00,2.46,9.25,613,219105,6934
19-04-2021 00:00,2.58,10.21,792,200710,6476.93
20-04-2021 00:00,2.13,9.21,787,187487,6220.04
21-04-2021 00:00,7.79,6.08,386,218393,6913.09
22-04-2021 00:00,7.21,5.83,548,262820,7908.27
23-04-2021 00:00,4.88,5.63,588,253049,7742.06
24-04-2021 00:00,3.54,4.54,743,241851,7498.31
25-04-2021 00:00,2.42,3.63,641,252897,7784.57
26-04-2021 00:00,1.04,3.63,525,265016,7986.29
27-04-2021 00:00,1.79,4.58,700,258305,7833.39
28-04-2021 00:00,3.42,6.29,446,246765,7542.55
29-04-2021 00:00,4.67,7.04,106,264003,7870.69
30-04-2021 00:00,2.17,5.92,21,272534,8017.29
01-05-2021 00:00,2.79,7.42,194,234439,7097.75
02-05-2021 00:00,2.63,6.63,60,245910,7381.66
03-05-2021 00:00,4.08,6.21,427,262166,7784.7
04-05-2021 00:00,4.96,6.08,10,268769,8034.9
05-05-2021 00:00,4,5.83,51,269197,8249.62
06-05-2021 00:00,3.79,4.5,114,282510,8810.85
07-05-2021 00:00,3.33,4.71,277,277055,8708.49
08-05-2021 00:00,4.13,7.21,469,248736,7967.74
09-05-2021 00:00,4.63,13.75,426,188313,6565.57
10-05-2021 00:00,3.42,13.63,287,156469,5889.78
11-05-2021 00:00,2.54,11.04,44,179293,6378.7
12-05-2021 00:00,3.29,10.13,7,196992,6550.52
13-05-2021 00:00,2.63,9.42,6,208839,6511.14
14-05-2021 00:00,2.83,8.96,20,215793,6609.35
15-05-2021 00:00,2.75,7.13,24,235025,7463.09
16-05-2021 00:00,2,9.08,99,225381,6880.02
17-05-2021 00:00,2.33,9.42,214,215589,6880.02
18-05-2021 00:00,2.42,8.71,154,212924,7263.58
19-05-2021 00:00,3.13,8.13,363,216725,7263.58
20-05-2021 00:00,4.46,8.71,386,207773,6622.54
21-05-2021 00:00,4.33,9.25,99,199891,6480.85
22-05-2021 00:00,4.88,9.04,6,214197,6614.85
23-05-2021 00:00,6.13,8.42,262,223908,6904.87
24-05-2021 00:00,2.88,9.92,9,220680,6815.6
25-05-2021 00:00,1.88,9.75,24,214477,6688.18
26-05-2021 00:00,2.96,9.08,2,221114,6848.66
27-05-2021 00:00,3.63,9.96,231,209015,6583.09
28-05-2021 00:00,3.42,9.21,187,202385,6449.28
29-05-2021 00:00,2.71,11.54,627,179773,5948.2
30-05-2021 00:00,1.42,12.58,830,143985,5181.61
31-05-2021 00:00,2.46,12.63,819,135094,5005.14
01-06-2021 00:00,1.79,12.79,488,127549,4836.22
02-06-2021 00:00,4.04,13.33,419,124363,4692.33
03-06-2021 00:00,5.5,16.5,320,112395.01,4383.34
04-06-2021 00:00,3.29,16.5,718,99639,4070.46
05-06-2021 00:00,3.13,17.46,471,87433,3840.64
06-06-2021 00:00,1.33,14.83,42,107778,4330.74
07-06-2021 00:00,2.08,14.54,468,107778,4581.8
08-06-2021 00:00,2.75,14.46,762,102829,4554.22
09-06-2021 00:00,2.17,14.79,751,95140,4312.79
10-06-2021 00:00,2.13,16.29,783,88273,4126.51
11-06-2021 00:00,3.38,16.21,126,84914,4306.96
12-06-2021 00:00,5.96,13.33,340,96066.05,4393.94
13-06-2021 00:00,5.63,14,665,104397.02,4675.99
14-06-2021 00:00,4.38,14.46,301,96674,4321.27
15-06-2021 00:00,2.71,12.63,716,107975.01,4429.75
16-06-2021 00:00,1.92,14.67,908,100137,4221.74
17-06-2021 00:00,3.79,21.67,737,77294,3651.95
18-06-2021 00:00,2.63,18.42,356,70578,3559.04
19-06-2021 00:00,3.33,17.38,364,69352,3509.89
20-06-2021 00:00,4.17,14.08,48,85100.02,3886.56
21-06-2021 00:00,3.13,12.21,6,106231.03,4365.23
22-06-2021 00:00,3.92,13.25,139,106231.03,4694.32
23-06-2021 00:00,2.71,13.33,223,117730.15,4560.5
24-06-2021 00:00,2.04,13.29,612,117730.15,4455.43
25-06-2021 00:00,1.83,13.79,363,101096.02,4270.61
26-06-2021 00:00,2,15.88,305,83747.82,3956.93
27-06-2021 00:00,3.04,14.21,346,90280.02,4014.18
28-06-2021 00:00,1.71,15.54,943,93043.03,4091.83
29-06-2021 00:00,2.38,14.83,203,89065.04,4091.6
30-06-2021 00:00,2.17,15.67,76,87831.12,4065.98
01-07-2021 00:00,2.88,16.96,409,91152.05,3988.27
02-07-2021 00:00,2.71,15.08,243,84970.01,4067.49
03-07-2021 00:00,2.13,15.75,5,86559.03,4120.8
04-07-2021 00:00,1.17,17.67,505,86559.03,3878.39
05-07-2021 00:00,2.46,15.79,247,78723.01,3878.39
06-07-2021 00:00,3.5,16.46,167,85679.03,4164.38
07-07-2021 00:00,3.67,16.75,547,83186.01,4062.59
08-07-2021 00:00,1.54,17.33,651,78243,3935.61
09-07-2021 00:00,1.92,16.75,258,73898,3483.25
10-07-2021 00:00,3.92,15.13,158,79011,3786.73
11-07-2021 00:00,1.17,16.42,535,78300,3923.1
12-07-2021 00:00,4.17,20.04,506,70631,3771.83
13-07-2021 00:00,2.88,20.92,457,62601,3576.06
14-07-2021 00:00,1.83,22.54,707,58471,3463.21
15-07-2021 00:00,3.42,19.92,760,56748,3423.95
16-07-2021 00:00,2.79,20.71,890,57646,3611.87
17-07-2021 00:00,4.83,18.42,924,55990,3506.36
18-07-2021 00:00,5.71,15.63,312,63675.01,3694.28
19-07-2021 00:00,4.29,15.21,604,71474.01,3911.42
20-07-2021 00:00,4.88,15.25,124,74675.01,3989.87
21-07-2021 00:00,3.33,14.75,193,78912.01,4062.87
22-07-2021 00:00,3.08,15.38,259,78124.01,4001.36
23-07-2021 00:00,1.5,15.96,252,78124.01,3962.65
24-07-2021 00:00,2.88,18.46,600,70642.01,3833.95
25-07-2021 00:00,5.29,20,212,61915.01,3592.21
26-07-2021 00:00,1.92,19.42,87,61454.01,3519.61
27-07-2021 00:00,2.08,17.83,298,63407.01,3558.26
28-07-2021 00:00,3.54,16.67,139,69566,3695.55
29-07-2021 00:00,5.21,14.33,221,79548.01,3966.84
30-07-2021 00:00,5.33,16.29,219,80288.01,3976.45
31-07-2021 00:00,3.08,15.04,98,79775,3938.29
01-08-2021 00:00,4.33,14.58,328,85731.01,4127.56
02-08-2021 00:00,4.04,14.88,299,89536.02,4190.24
03-08-2021 00:00,2.54,13.67,129,92602.01,4292.41
04-08-2021 00:00,0.92,13.75,273,94513.01,4318.4
05-08-2021 00:00,2.71,14.83,199,95537.02,4338.4
06-08-2021 00:00,5.42,17,303,84509.01,4138.92
07-08-2021 00:00,2.96,16.08,381,76513.02,3991.62
08-08-2021 00:00,3.33,15.04,204,80810.01,4077.47
09-08-2021 00:00,3.58,15.67,296,85586.01,4188.72
10-08-2021 00:00,1.88,14.42,235,86376.01,4115.64
11-08-2021 00:00,2.25,15,491,87869,4013.36
12-08-2021 00:00,2.46,17.46,436,78262.03,4013.36
13-08-2021 00:00,4,16.42,254,76991.01,3499.83
14-08-2021 00:00,5,15.92,238,79348.04,3787.6
15-08-2021 00:00,3.33,14.71,289,83089.04,4154.26
16-08-2021 00:00,2.88,12.33,133,100708.01,4581.73
17-08-2021 00:00,6.17,14.96,309,103288.02,4637.48
18-08-2021 00:00,5.92,13.71,34,110871.01,4795.58
19-08-2021 00:00,4.83,13.92,258,114764.03,4893
20-08-2021 00:00,2.54,13.29,243,112839.02,4863.48
21-08-2021 00:00,1.21,12.83,473,108121.02,4690.16
22-08-2021 00:00,2.5,13.96,390,99033.29,4562.63
23-08-2021 00:00,1.54,14.75,698,100186.02,4593.62
24-08-2021 00:00,1.75,14.29,691,94266.03,4422.97
25-08-2021 00:00,5.17,14.25,137,98649.03,4398.73
26-08-2021 00:00,4.63,13.79,180,112953.01,4773.49
27-08-2021 00:00,5.13,14.54,55,116297.02,4750.05
28-08-2021 00:00,4,14.5,54,109378.11,4293.27
29-08-2021 00:00,3.42,15.71,186,102885.27,4390.06
30-08-2021 00:00,2.5,15.38,650,97571.02,4210.35
31-08-2021 00:00,1.5,14.63,648,96569.03,4509.03
01-09-2021 00:00,2.54,14.38,556,95930.03,4497.09
02-09-2021 00:00,2.21,14.88,358,93112.01,4423.71
03-09-2021 00:00,4.63,14.25,575,94311.02,4403.09
04-09-2021 00:00,2.67,13.54,690,91846,4344.68
05-09-2021 00:00,2.33,12.83,640,97697,4550.93
06-09-2021 00:00,1.04,12.54,128,107574,4788.9
07-09-2021 00:00,1.42,14.63,113,107222,4754.76
08-09-2021 00:00,1.58,17.25,618,88431,4277.3
09-09-2021 00:00,2.04,17.54,693,79780,4101.73
10-09-2021 00:00,1.71,16.71,43,79309,4052.82
11-09-2021 00:00,2.75,17.42,71,75282,3944.55
12-09-2021 00:00,4.58,15.83,231,81112,4136.24
13-09-2021 00:00,3.04,14.38,106,102091,4552.04
14-09-2021 00:00,1.13,14.33,173,100245,4526.37
15-09-2021 00:00,3.5,14.08,0,100245,4820.29
16-09-2021 00:00,2.88,14.42,40,108934,4659.26
17-09-2021 00:00,3.63,11.83,3,139258,5373.18
18-09-2021 00:00,2.46,13.42,0,139258,5373.18
19-09-2021 00:00,2.83,11.17,56,143008,5403.89
20-09-2021 00:00,1.08,10.29,70,170974,6160.2
21-09-2021 00:00,3,11.83,121,166973,6004.38
22-09-2021 00:00,3.83,13.79,465,145030,5493.4
23-09-2021 00:00,8.17,13.46,98,138725,5158.93
24-09-2021 00:00,5.17,13.33,27,159805,5671.83
25-09-2021 00:00,2.46,13.04,405,130322,5085.51
26-09-2021 00:00,2.5,14,135,136197,5209.66
27-09-2021 00:00,3,15.21,15,129923,4883.57
28-09-2021 00:00,1.88,12.08,436,129923,5226.7
29-09-2021 00:00,3.17,12.13,90,146124,5606.97
30-09-2021 00:00,4.13,10.42,91,174130,6230.62
01-10-2021 00:00,6,11.75,2,188887,6657.2
02-10-2021 00:00,3.08,12.46,63,156701,5750.81
03-10-2021 00:00,4.04,12.92,0,156701,5750.81
04-10-2021 00:00,3.92,11.88,113,185040,6697.24
05-10-2021 00:00,3.08,10.92,173,188998,7188.34
06-10-2021 00:00,1.96,10.92,267,177265,6470.73
07-10-2021 00:00,1.33,9.08,493,204221.39,6673.21
08-10-2021 00:00,1.71,9,397,194149,6836.99
09-10-2021 00:00,1.83,9.42,247,182984,6344.62
10-10-2021 00:00,2.21,8.38,215,211066,6956.79
11-10-2021 00:00,4.17,8.75,292,207308,6776.4
12-10-2021 00:00,1.79,5.79,459,236574,7517.38
13-10-2021 00:00,2.33,6.92,209,259434,8110.99
14-10-2021 00:00,4.88,11,80,220721,7044.18
15-10-2021 00:00,5.96,9.33,373,218664,7122.26
16-10-2021 00:00,3.46,7.92,156,229789,7301.09
17-10-2021 00:00,1.46,8.21,39,231181,7339.96
18-10-2021 00:00,2.13,10,0,225229,7163.3
19-10-2021 00:00,4,12.04,0,306462,7056.02
20-10-2021 00:00,4.92,13.04,9,182803,6144.45
21-10-2021 00:00,5.29,7.5,143,182803,7251.75
22-10-2021 00:00,6,6.54,205,280055,8352.06
23-10-2021 00:00,3.21,7.04,255,409622,8337.51
24-10-2021 00:00,3.46,8.38,249,252179,7734.65
25-10-2021 00:00,3.21,8.13,33,252179,8245.42
26-10-2021 00:00,2.75,9.83,205,239121,7452.34
27-10-2021 00:00,6.92,13.25,0,215224,6903.57
28-10-2021 00:00,4.38,11.67,292,205691,6713.27
29-10-2021 00:00,3.63,10.08,363,221767,7013.26
30-10-2021 00:00,3.38,10.46,64,215959,6859.83
31-10-2021 00:00,3.83,10.13,111,234272,7336.02
01-11-2021 00:00,5.25,9.75,90,235730,7315.7
02-11-2021 00:00,2,6.75,217,261469,7925.95
03-11-2021 00:00,1.04,4.29,242,288578,8603.69
04-11-2021 00:00,1.83,4,12,326772,9644.29
05-11-2021 00:00,4.13,7.08,198,303417,9033.37
06-11-2021 00:00,5,9.54,2,267563,8144.01
07-11-2021 00:00,3.92,7.54,80,267563,8144.01
08-11-2021 00:00,1.71,6.38,46,292962,8853.57
09-11-2021 00:00,5.04,8.83,0,288498,8555.35
10-11-2021 00:00,2.88,9.71,6,254172,7889.69
11-11-2021 00:00,2.5,8.25,61,266161,8145.57
12-11-2021 00:00,3.04,7.13,0,285124,8544.32
13-11-2021 00:00,2.88,6.58,0,288899,8666.76
14-11-2021 00:00,2.92,7.29,0,289053,8706.33
15-11-2021 00:00,1.54,6.33,0,307096,9131.9
16-11-2021 00:00,1.71,4.38,0,324988,9662.09
17-11-2021 00:00,3.46,5.63,96,322650,9541.27
18-11-2021 00:00,5.58,9.38,0,300315,8982.26
19-11-2021 00:00,6.63,10.75,93,259299,7965.24
20-11-2021 00:00,6.08,9.54,1,256456,7791.39
21-11-2021 00:00,3,3.79,177,304672,9050.03
22-11-2021 00:00,2.21,3.17,296,366044,10833.58
23-11-2021 00:00,4.29,6.33,245,318369,9440.34
24-11-2021 00:00,3.46,6.67,51,317625,9418.68
25-11-2021 00:00,3.71,4.92,196,314168,9339.77
26-11-2021 00:00,3.46,2,83,363192,10603.63
27-11-2021 00:00,3.83,2.08,109,354097,10429.91
28-11-2021 00:00,1.54,1.25,2,367717,10800.26
29-11-2021 00:00,2.79,0.13,312,339691,9866.07
30-11-2021 00:00,5.67,2.13,200,334880,9656.22
01-12-2021 00:00,6.5,1.83,0,342361,9831.06
02-12-2021 00:00,4.04,0.04,275,435650,13120.08
03-12-2021 00:00,3.21,1.75,0,428514,12653.08
04-12-2021 00:00,3.08,1.58,5,405659,11813.7
05-12-2021 00:00,6.92,0.96,0,423862,12298.69
06-12-2021 00:00,4.25,-0.08,41,472608,13555.56
07-12-2021 00:00,5.46,0.92,5,459495,12960.52
08-12-2021 00:00,5.96,1.42,0,451995,12809.75
09-12-2021 00:00,3.71,0.88,2,440297,12475.47
10-12-2021 00:00,2.13,1.38,0,430567,12185.13
11-12-2021 00:00,1.46,0.42,131,419931,12040.8
12-12-2021 00:00,2.92,4.21,0,402113,11524.26
13-12-2021 00:00,3,7.42,0,355428,10318.54
14-12-2021 00:00,2.83,5.08,145,360607,10455.2
15-12-2021 00:00,5.13,7.75,40,343673,10265.34
16-12-2021 00:00,3.33,5.46,344,344044,10094.5
17-12-2021 00:00,3.96,6.21,2,349916,10146.48
18-12-2021 00:00,6.08,6.58,217,321847.45,9681.76
19-12-2021 00:00,5.13,4.29,262,337634.05,10084.59
20-12-2021 00:00,0.96,-1.38,338,437803.24,12749.35
21-12-2021 00:00,0.96,-1.63,98,478752.05,13982.19
22-12-2021 00:00,1.42,1.08,131,447447.04,13551.17
23-12-2021 00:00,1.71,-0.88,0,455340.05,13580.04
24-12-2021 00:00,2.42,-4.5,134,476379.06,14521.16
25-12-2021 00:00,0.38,-7.79,331,536907.15,16513.62
26-12-2021 00:00,0.88,-7.13,331,539309.16,16213.82
27-12-2021 00:00,4.92,-2.58,150,556147.1,16547.38
28-12-2021 00:00,3.96,0,0,487203.04,14466.85
29-12-2021 00:00,1.75,0.79,0,455453.04,13442.15
30-12-2021 00:00,4.67,7,4,390227.02,11834.59
31-12-2021 00:00,3.96,7.88,0,341224.09,10644.06
01-01-2022 00:00,3.96,8.17,0,316680.13,10011.19
02-01-2022 00:00,3.88,7.58,0,316680.13,9803.98
03-01-2022 00:00,6.29,6.63,4,474479.03,10410.29
04-01-2022 00:00,3.08,2.5,134,474479.03,10410.29
05-01-2022 00:00,3.92,1.54,83,410264.06,12286.98
06-01-2022 00:00,1.75,-0.71,333,457391.05,13820.62
07-01-2022 00:00,4.29,1.79,61,437492.68,13037.58
08-01-2022 00:00,3.71,1.67,146,415165.44,12453.57
09-01-2022 00:00,3.17,0.33,0,432521.31,12975.99
10-01-2022 00:00,2.46,1.17,26,451803.54,13803.85
11-01-2022 00:00,2.92,2.04,22,443343.15,13555.41
12-01-2022 00:00,3.58,3.83,31,421270.1,12910.78
13-01-2022 00:00,6.75,6.33,8,376836.12,11592.18
14-01-2022 00:00,6.13,4.5,288,369313.04,11553.68
15-01-2022 00:00,2.17,1.92,116,403369.08,12415.97
16-01-2022 00:00,6.13,4.46,5,382247.1,11813.48
17-01-2022 00:00,7.33,4.04,355,401057.03,12296.82
18-01-2022 00:00,4.54,4.71,113,388304.06,11875.42
19-01-2022 00:00,7.71,4.13,0,398847.05,12080.56
20-01-2022 00:00,6.96,-0.04,295,459346.06,13989.25
21-01-2022 00:00,3.67,2.17,130,451785.03,13732.3
22-01-2022 00:00,3.75,5.46,26,451785.03,13732.3
23-01-2022 00:00,3.54,5.58,2,358743.04,11097.91
24-01-2022 00:00,4.38,4.38,0,387458.04,11821.81
25-01-2022 00:00,4.25,5.38,35,370837.07,11344.94
26-01-2022 00:00,6.88,4.96,35,380931.07,11542.73
27-01-2022 00:00,11.08,5.58,94,380583.07,11436.56
28-01-2022 00:00,5.38,3.54,306,403143.05,12180.69
29-01-2022 00:00,12.08,6.46,19,363654.06,10977.64
30-01-2022 00:00,9.92,4.04,310,395307.08,12179.92
31-01-2022 00:00,2.13,1.54,44,407521.09,12386.39
01-02-2022 00:00,7.08,4.08,32,402474.16,12014.03
02-02-2022 00:00,6.83,3.88,311,398284.05,11939.24
03-02-2022 00:00,3.96,5.46,0,371627.53,11286.38
04-02-2022 00:00,4.83,3.79,1,374661.32,11404.18
05-02-2022 00:00,6.92,3.63,139,388445.38,11921.42
06-02-2022 00:00,4.92,3,83,371383.33,11749.36
07-02-2022 00:00,6.79,3.04,319,407052.04,12269.55
08-02-2022 00:00,6.38,5.96,288,359080.1,10939.98
09-02-2022 00:00,5.92,5.46,135,354969.01,10827.5
10-02-2022 00:00,4.21,2.96,189,403557.24,12295.08
11-02-2022 00:00,3.04,0.63,344,428084.14,12641.62
12-02-2022 00:00,5.75,1.83,115,411399.14,12382.61
13-02-2022 00:00,5.92,3.04,0,384761.06,11224.76
14-02-2022 00:00,7.42,6.67,2,379762.08,11176.95
15-02-2022 00:00,6.42,4.5,127,377834.48,11083.57
16-02-2022 00:00,6.75,5.17,1,381872.53,11265.09
17-02-2022 00:00,8.79,4.38,101,409266.1,11998.31
18-02-2022 00:00,5.13,2.83,7,397226.79,11704.93
19-02-2022 00:00,7.21,3.13,167,408854.07,12360.17
20-02-2022 00:00,5.38,3.33,0,380982.05,11368.64
21-02-2022 00:00,8.38,4.33,237,407468.05,12316.72
22-02-2022 00:00,5.33,3.42,49,391701.13,11580.96
23-02-2022 00:00,7.38,5.25,151,394861.57,11506.84
24-02-2022 00:00,5.21,3.08,11,402396.09,11747.65
25-02-2022 00:00,5.13,3,240,378941.8,11355.51
26-02-2022 00:00,1.21,1.96,493,372176.03,11556.9
27-02-2022 00:00,2.96,1.71,545,376487.04,11187.61
28-02-2022 00:00,3.58,2.46,550,415408.13,12174.21
01-03-2022 00:00,1.58,1.17,14,383051.22,11440.52
02-03-2022 00:00,0.96,1.79,378,327529.6,10914.77
03-03-2022 00:00,1.63,1.29,457,364753.09,11145.4
04-03-2022 00:00,1.79,0.71,468,377791.82,11396.46
05-03-2022 00:00,1.38,-0.17,377,367109.04,11504.82
06-03-2022 00:00,1.38,1.13,562,377131.46,11341.79
07-03-2022 00:00,0.88,0.5,589,343768.49,10182.11
08-03-2022 00:00,1.25,2.33,465,342125.03,10057.14
09-03-2022 00:00,3.13,2.46,553,341513.69,9984.45
10-03-2022 00:00,4.79,3.29,542,343980.41,10272.5
11-03-2022 00:00,6.88,3.21,613,330005.12,10192
12-03-2022 00:00,5,3.38,554,315083.78,9882.71
13-03-2022 00:00,4.79,4.21,591,320790.64,9690.38
14-03-2022 00:00,3.04,5.33,471,296561.7,9550.22
15-03-2022 00:00,1.63,4.67,333,341636.45,10177.32
16-03-2022 00:00,3.21,2.38,200,369865.09,10545.37
17-03-2022 00:00,5.63,4.29,61,324057.06,9499.03
18-03-2022 00:00,2.75,5.13,596,309256.45,9223.89
19-03-2022 00:00,2.46,3.75,629,309311.67,9184.73
20-03-2022 00:00,5.75,3.63,557,313455.06,9183.43
21-03-2022 00:00,3.42,4.83,475,292760.48,8780.39
22-03-2022 00:00,1.08,5.96,540,262924.13,8056.38
23-03-2022 00:00,2.13,6.63,635,262715.11,7987.87
24-03-2022 00:00,0.96,6.25,674,249805.12,7750.57
25-03-2022 00:00,3,6.83,575,221330.44,7051.5
26-03-2022 00:00,3.88,7.88,553,247393.62,7539.24
27-03-2022 00:00,4.08,4.75,510,300093.12,8819.62
28-03-2022 00:00,5.25,5.04,82,315762.86,9445.43
29-03-2022 00:00,4.04,2.96,422,352602.92,10332.1
30-03-2022 00:00,3.88,0.58,287,362520.73,10669.95
31-03-2022 00:00,4,1.13,589,364500.13,10798.46
01-04-2022 00:00,3.42,1.13,435,350521.43,10353.99
02-04-2022 00:00,2.83,0.79,486,336917.72,9940.13
03-04-2022 00:00,5.04,2.75,297,353575.09,10201.09
04-04-2022 00:00,9.42,4.5,76,349759.62,10179.4
05-04-2022 00:00,4.92,2.75,307,345360.18,9874.03
06-04-2022 00:00,5.21,4.88,23,320245.74,9149.39
07-04-2022 00:00,5.58,4.96,134,339770.11,9737.33
08-04-2022 00:00,7.38,3.17,395,324672.5,9386.22
09-04-2022 00:00,8.04,3.79,384,333093.15,9724.87
10-04-2022 00:00,6.58,3.17,368,331466.12,9696.22
11-04-2022 00:00,3,3.46,543,316807.6,9626.36
12-04-2022 00:00,4.96,5.58,384,253296.16,8211.88
13-04-2022 00:00,4.08,9.71,251,263160.75,8164.49
14-04-2022 00:00,3.83,6.79,1,300776.16,8818.98
15-04-2022 00:00,3.5,6.08,0,259176.5,7916.29
16-04-2022 00:00,1.25,6.5,628,231259.34,7346.21
17-04-2022 00:00,1.21,7.13,770,211443.08,6714.57
18-04-2022 00:00,2.29,8.54,787,197003.08,6353.16
19-04-2022 00:00,1.67,8.71,747,176904.15,6146.76
20-04-2022 00:00,2.08,9.17,771,174616.49,5928.8
21-04-2022 00:00,3.58,9.67,788,167518.11,5866.89
22-04-2022 00:00,4.5,10.29,778,163974.49,5677.42
23-04-2022 00:00,4.42,9.17,795,174630.2,6087.36
24-04-2022 00:00,5,8.33,473,201959.51,6517.66
25-04-2022 00:00,2.38,6.88,632,211554.58,6714.85
26-04-2022 00:00,2.33,6.25,462,214491.2,6925.12
27-04-2022 00:00,2.17,7.42,584,194644.47,6421.56
28-04-2022 00:00,3.92,7.54,828,206117.15,6568.95
29-04-2022 00:00,3.83,7.42,345,193331.52,6385.29
30-04-2022 00:00,2.54,7.92,520,190974.26,6508.22
01-05-2022 00:00,2.08,6.42,479,190886.56,6371.49
02-05-2022 00:00,3.71,7.63,568,174658.87,5980.54
03-05-2022 00:00,2.92,9.67,686,171173.59,5945.52
04-05-2022 00:00,2.08,7.54,659,210973.12,6723.6
05-05-2022 00:00,2.54,6.63,206,198160.13,6338.83
06-05-2022 00:00,3.08,10.13,97,171468.45,5794.89
07-05-2022 00:00,4.79,9.33,562,171802.19,5993.11
08-05-2022 00:00,2.54,9.88,845,143705.34,5201.17
09-05-2022 00:00,3.25,12.04,774,144482.55,5231.46
10-05-2022 00:00,3.92,11.63,8,176782.31,6062.53
11-05-2022 00:00,4.29,10.29,0,168557.1,5846.4
12-05-2022 00:00,5.67,10.46,527,164234.15,5693.67
13-05-2022 00:00,5.46,10.71,92,155871.45,5814.76
14-05-2022 00:00,5.63,10.5,581,146239.9,5801.36
15-05-2022 00:00,1.83,10.83,528,136309.33,5199.6
16-05-2022 00:00,3.83,12.54,260,124661.33,4960.75
17-05-2022 00:00,4.08,14.29,549,107698.73,4881.67
18-05-2022 00:00,3.42,15.54,531,91938.02,4829.72
19-05-2022 00:00,1.58,14.38,156,113968.13,4810.39
20-05-2022 00:00,2.46,12.33,227,123808.22,5115.68
21-05-2022 00:00,5,11.25,234,118868.79,5075.31
22-05-2022 00:00,2.38,12.38,604,104586.11,4668.74
23-05-2022 00:00,5.29,14.46,731,112162.07,4985.23
24-05-2022 00:00,5,12.42,75,124948.46,5381.85
25-05-2022 00:00,5.08,12.04,371,120964.04,5332.18
26-05-2022 00:00,6.83,11.75,442,141665.06,5824.16
27-05-2022 00:00,6.88,9.21,436,147873.05,5918.75
28-05-2022 00:00,5.83,10.5,403,133214.09,5658.26
29-05-2022 00:00,3.42,10.29,611,153495.17,5992.63
30-05-2022 00:00,1.38,9.5,60,162127.18,6219.18
31-05-2022 00:00,1.54,9.75,146,149332.43,5828.7
01-06-2022 00:00,2.46,10.13,565,163148.26,6098.84
02-06-2022 00:00,4.88,9.83,0,162293.06,6120.52
03-06-2022 00:00,4.04,10.88,226,135327.15,5571.76
04-06-2022 00:00,1.96,11.83,452,119244.14,5242.99
05-06-2022 00:00,1.5,13.46,561,107928.16,4999.17
06-06-2022 00:00,3.96,14.08,245,137990.13,4999.17
07-06-2022 00:00,4.29,11.13,6,146267.29,5226.01
08-06-2022 00:00,2.46,12.42,45,125595.05,4930.84
09-06-2022 00:00,3.08,14.08,83,112298.06,4993.33
10-06-2022 00:00,3.63,14.54,276,100190.08,4723.26
11-06-2022 00:00,3.83,14.54,604,99690.04,4840.7
12-06-2022 00:00,4.38,13.42,306,115773.12,5184.89
13-06-2022 00:00,5,12.04,440,114922.1,5066.58
14-06-2022 00:00,4.29,13.17,192,114922.1,4902.37
15-06-2022 00:00,2.71,12.67,414,105173.03,4507.18
16-06-2022 00:00,3.83,14.08,817,98225.03,4387.31
17-06-2022 00:00,3,15.75,194,86347.05,4124.14
18-06-2022 00:00,3.58,15.79,469,96073.5,4438.42
19-06-2022 00:00,2.38,11.88,278,106376.04,4521.81
20-06-2022 00:00,1.83,11.92,334,103196.22,4455.52
21-06-2022 00:00,4.17,13.46,474,100291.19,4330.45
22-06-2022 00:00,3.29,13.29,45,95297.14,4230
23-06-2022 00:00,1.54,16.5,655,75879.01,3740.54
24-06-2022 00:00,3.96,19.58,741,68033.04,3534.27
25-06-2022 00:00,1.17,18.79,528,65198.01,3486.45
26-06-2022 00:00,3.04,19.21,469,82992.03,3983.43
27-06-2022 00:00,2.29,13.21,0,88966.18,4016.9
28-06-2022 00:00,1.92,14.96,602,76979.17,3773.82
29-06-2022 00:00,2.63,17.08,799,66589.69,3490.42
30-06-2022 00:00,2.83,18.88,882,68635.01,3547.6
01-07-2022 00:00,3.25,15.71,64,72872.41,3570.46
02-07-2022 00:00,3.92,15.79,674,66276.53,3506.71
03-07-2022 00:00,2.79,17.38,488,72020.11,3567.61
04-07-2022 00:00,3.96,14.21,376,85412.11,3892.35
05-07-2022 00:00,3.79,13.42,324,88123.1,4050.99
06-07-2022 00:00,4.33,13.67,405,82672.05,3759.03
07-07-2022 00:00,5.29,15.08,472,86616.01,3974.46
08-07-2022 00:00,5.83,14.13,280,83550.73,3909.83
09-07-2022 00:00,6.21,13.58,280,87223.69,4008.51
10-07-2022 00:00,4.88,13.25,554,82275.11,3785.76
11-07-2022 00:00,2.33,14.88,819,70293.11,3420.96
12-07-2022 00:00,3.25,16.96,243,68403.14,3374.11
13-07-2022 00:00,4.71,16.25,591,79822.24,3654.09
14-07-2022 00:00,5.46,13.13,355,92632.01,4037.69
15-07-2022 00:00,5,13,314,89180.15,4026.95
16-07-2022 00:00,5.92,13.17,576,83276.13,3921.7
17-07-2022 00:00,4.29,15,250,72628.1,3638.53
18-07-2022 00:00,3.58,18.33,477,64154.11,3340.32
19-07-2022 00:00,1.58,20.92,834,52655.11,3090.68
20-07-2022 00:00,3.42,23.58,859,56328.13,3623.56
21-07-2022 00:00,3.29,16.38,110,74485.04,4010.28
22-07-2022 00:00,5.38,13.79,0,87101.09,4325.26
23-07-2022 00:00,3.88,12.83,22,84427.13,4040.47
24-07-2022 00:00,3.38,15.67,162,72543.03,3576.4
25-07-2022 00:00,3.33,17.92,116,83361.03,3938.4
