Dato,middel_temp,middel_vind,sol_minutter,MWh,Flow
2022-11-13 00:00,8.79,2.79,124,236483.11,7276.11
2022-11-14 00:00,8.33,5.04,10,250454.08,7514.14
2022-11-15 00:00,7.88,5.33,27,269829.14,8038.37
2022-11-16 00:00,8.04,8.88,0,316235.12,9375.14
2022-11-17 00:00,5.25,10.33,129,340099.13,10141.67
2022-11-18 00:00,3.33,6.42,90,371896.18,11031.65
2022-11-19 00:00,0.38,2.79,100,373142.42,11083.94
2022-11-20 00:00,-1,1.92,358,408577.12,12056.21
2022-11-21 00:00,-0.33,1.46,43,408245.22,11967.83
2022-11-22 00:00,1.21,5.08,0,369325.12,10721.38
2022-11-23 00:00,4.67,4.5,0,336243.11,9869.93
2022-11-24 00:00,5.88,3.13,2,614758.1,9688.4
2022-11-25 00:00,5.83,3.33,0,299997.61,28423.68
2022-11-26 00:00,5.79,1.83,239,306635.15,9245.25
2022-11-27 00:00,5.38,3.67,24,338780.13,10136.15
2022-11-28 00:00,4.83,5.42,0,353009.12,10351.97
2022-11-29 00:00,3.42,3.13,0,355752.12,10425.85
2022-11-30 00:00,3.38,2.71,57,371030.23,10792.51
2022-12-01 00:00,2.58,2.79,85,379683.12,11101.71
2022-12-02 00:00,2.33,3.38,27,387032.59,11360.95
2022-12-03 00:00,1.21,4.25,0,388455.74,11503.48
2022-12-04 00:00,2.17,5.08,4,394595.13,11780.7
2022-12-05 00:00,2.21,4.5,0,378943.15,11458.75
2022-12-06 00:00,0.71,1.25,220,407349.13,12038.69
2022-12-07 00:00,-1,2,206,444449.19,13123.62
2022-12-08 00:00,-2.71,1.54,339,428114.13,12500.06
2022-12-09 00:00,0,2.17,92,420333.55,12461.84
2022-12-10 00:00,-1.42,1.83,53,446020.13,13163.04
2022-12-11 00:00,-2.17,2.21,145,484505.16,14108.19
2022-12-12 00:00,-3.13,2.67,92,472799.14,13891.55
2022-12-13 00:00,-1.96,2.38,33,434585.92,12744.46
2022-12-14 00:00,-0.08,2.5,119,458611.83,13507
2022-12-15 00:00,-3.88,1.04,174,541883.21,15910.71
2022-12-16 00:00,-8.42,0.75,302,489183.11,13968.27
2022-12-17 00:00,-0.42,4.42,114,466308.13,13515.96
2022-12-18 00:00,-1.04,4.42,116,463418.22,13536.45
2022-12-19 00:00,1.46,4.63,0,367289.26,10778.64
2022-12-20 00:00,6.92,5.13,0,365968.69,10663.48
2022-12-21 00:00,4.79,3.63,13,354025.69,10702.51
2022-12-22 00:00,5.5,4.04,22,374604.23,10920.37
2022-12-23 00:00,1.08,1.67,335,427403.12,12265.58
2022-12-24 00:00,0.33,2.46,14,353633.2,10656.81
2022-12-25 00:00,5.08,2.88,0,346151.15,10164.25
2022-12-26 00:00,4.88,4.54,11,392176.12,11315.69
2022-12-27 00:00,2.08,3.71,150,359349.71,10360.37
2022-12-28 00:00,6.08,5.67,86,336897.38,9948
2022-12-29 00:00,6.88,6.92,17,361890.22,10705.69
2022-12-30 00:00,5.46,6.54,38,326394,9605.37
2022-12-31 00:00,6.96,3.67,0,293586.12,8656.73
2023-01-01 00:00,8.08,5.92,20,320898.33,9559.3
2023-01-02 00:00,5.88,2.92,4,360142.47,10527.84
2023-01-03 00:00,3.67,3.58,224,329025.27,9919.46
2023-01-04 00:00,7.38,7.63,0,357579.37,10272.98
2023-01-05 00:00,2.29,4.17,227,350571.19,10190.91
2023-01-06 00:00,6.08,5.13,92,313539.36,9174.39
2023-01-07 00:00,7.33,4.08,0,314377.33,9304.02
2023-01-08 00:00,6.25,3.88,16,332104.46,9717.55
2023-01-09 00:00,5,3.29,94,347264.44,9952.58
2023-01-10 00:00,4.79,4.25,141,333147.44,9591.87
2023-01-11 00:00,6.67,6.13,186,341065.19,9706.81
2023-01-12 00:00,5.33,3.54,30,342003.19,9731.37
2023-01-13 00:00,5.88,6.96,9,341418.34,9725.64
2023-01-14 00:00,5.17,5.42,3,359038.28,10097.54
2023-01-15 00:00,4.63,8.33,59,383454.36,10752.36
2023-01-16 00:00,2.46,3.38,24,395521.33,11048.89
2023-01-17 00:00,0.79,3.29,52,409455.28,11654
2023-01-18 00:00,0.29,3.08,245,423994.18,11979.72
2023-01-19 00:00,0.13,2.92,67,433335.21,12363.44
2023-01-20 00:00,-0.63,0.71,132,442289.15,12717.1
2023-01-21 00:00,-0.38,2.17,247,453160.15,13030.55
2023-01-22 00:00,-0.67,2.71,0,460632.2,13106.04
2023-01-23 00:00,-0.33,0.96,137,421169.16,12064
2023-01-24 00:00,1.29,2.92,169,410068.28,11559.8
2023-01-25 00:00,2.58,4.13,0,374542.24,10708.57
2023-01-26 00:00,2.58,2.83,290,429189.17,12318.27
2023-01-27 00:00,-1.46,1.21,349,428102.35,12338.4
2023-01-28 00:00,1.17,2.5,41,393739.08,11228.57
2023-01-29 00:00,4,6.04,12,391722.18,11076.05
2023-01-30 00:00,3.33,8.08,216,397006.34,11247.82
2023-01-31 00:00,3.83,7.21,23,393764.69,11223.63
2023-02-01 00:00,3.79,8.08,114,380255.29,10719.1
2023-02-02 00:00,2.42,2.08,369,375445.17,10612.3
2023-02-03 00:00,4.67,7.71,44,400195.49,11697.06
2023-02-04 00:00,0.25,2.29,220,400937.23,11479.19
2023-02-05 00:00,1.33,2.96,246,400375.2,11364.8
2023-02-06 00:00,1.83,1.08,111,400126.26,11722.13
2023-02-07 00:00,1.96,3.04,52,402909.31,11591.81
2023-02-08 00:00,0.92,3.21,289,405485.29,11487.59
2023-02-09 00:00,3.54,5.71,126,374439.19,178639.42
2023-02-10 00:00,4.75,5.79,36,321474.23,9337.27
2023-02-11 00:00,6.96,6.46,180,322056.12,9445.11
2023-02-12 00:00,6.42,3.83,0,340659.4,9978.18
2023-02-13 00:00,5.42,3.46,20,354241.04,10122.45
2023-02-14 00:00,3.42,1.71,14,368892.21,10477.73
2023-02-15 00:00,2.38,2.25,0,340905.27,9761.77
2023-02-16 00:00,4.96,2.79,96,6762115.18,9480.93
2023-02-17 00:00,6.67,10.08,34,338700.36,9851.9
2023-02-18 00:00,3.58,4.58,207,349947.27,10140.75
2023-02-19 00:00,3.13,4.5,329,350258.96,9951.71
2023-02-20 00:00,6.63,9.5,71,338191.21,9578.85
2023-02-21 00:00,5,4.79,234,342615.24,9563.02
2023-02-22 00:00,4.75,2.92,0,333903.57,9198.3
2023-02-23 00:00,4.38,3.83,137,339445.17,9558.28
2023-02-24 00:00,3.79,6.67,192,363641.28,10551.25
2023-02-25 00:00,0.79,5.5,409,377587.17,11135.08
2023-02-26 00:00,0.58,2.58,464,363102.68,10926.1
2023-02-27 00:00,2.42,1.33,532,341434.19,10186.57
2023-02-28 00:00,2,1.13,541,1782883.51,10083.32
2023-03-01 00:00,1.29,1.17,190,358412.32,10413.63
2023-03-02 00:00,2.13,1.46,491,330321.14,9644.68
2023-03-03 00:00,4.08,4.17,376,323980.25,9469.41
2023-03-04 00:00,2.83,5.38,364,349508.15,11031.42
2023-03-05 00:00,-0.54,2.54,509,383681.25,11183.66
2023-03-06 00:00,-0.54,2.58,328,399327.92,11360.5
2023-03-07 00:00,-0.83,5.54,193,409217.18,11703.74
2023-03-08 00:00,-1.58,0.75,484,402153.21,11519.7
2023-03-09 00:00,-1.29,1.63,440,402843.19,11435.89
2023-03-10 00:00,-0.42,1.96,145,385043.58,11125.01
2023-03-11 00:00,-0.63,3.58,371,406140.14,11575.7
2023-03-12 00:00,0.33,3.25,89,354361.13,10044.79
2023-03-13 00:00,7.21,9.04,20,346746.61,9974.14
2023-03-14 00:00,3,6.58,268,379910,10784.85
2023-03-15 00:00,1.71,5.54,308,399736,11334.22
2023-03-16 00:00,3,5.33,3,338794.44,9905.27
2023-03-17 00:00,6.13,3.29,54,284148.17,8556.32
2023-03-18 00:00,7.83,1.17,26,286141.08,8665.85
2023-03-19 00:00,7.04,2.88,7,313949.12,9292.38
2023-03-20 00:00,5.38,3.08,20,323232.2,9493.33
2023-03-21 00:00,5.75,3.42,0,314522.59,9238.65
2023-03-22 00:00,7.25,6.08,8,280146.23,8458.92
2023-03-23 00:00,7.92,5.67,322,281552.37,8471.9
2023-03-24 00:00,7.67,6.88,169,284770.12,10745956.01
2023-03-25 00:00,6.71,4.71,33,282717.08,8611.59
2023-03-26 00:00,3.13,4.63,406,347697.47,10291.16
2023-03-27 00:00,0.58,4.21,392,373890.21,10919.1
2023-03-28 00:00,1.33,2.58,316,351950.65,10196.03
2023-03-29 00:00,4.71,3.04,0,312026.31,9234.22
2023-03-30 00:00,7.04,4.58,0,297941.49,8860.68
2023-03-31 00:00,6.46,3.46,10,321347.13,9573.93
2023-04-01 00:00,2.67,7.04,400,2413854.2,9708.61
2023-04-02 00:00,2.71,3.54,724,323119.05,9619.02
2023-04-03 00:00,2.42,1.88,669,315736.32,9330.47
2023-04-04 00:00,2.58,1.71,373,321770.37,9116.68
2023-04-05 00:00,3.83,1.46,285,291815.97,8082.43
2023-04-06 00:00,4.38,3.42,493,273477.3,8118.81
2023-04-07 00:00,5.04,4.88,665,240057.23,7618.78
2023-04-08 00:00,7.54,2.5,427,219435.24,7221.79
2023-04-09 00:00,7.58,2.33,445,289741.18,7314.54
2023-04-10 00:00,8.92,5.71,319,224663.38,7248.16
2023-04-11 00:00,7.29,4.17,187,278772.36,8489.77
2023-04-12 00:00,5.58,4.33,88,1504361.33,8345.08
2023-04-13 00:00,5.79,3.58,245,262411.24,8305.13
2023-04-14 00:00,6.96,2.58,250,236867.21,7740.79
2023-04-15 00:00,8.96,2.92,85,213521.18,7185.92
2023-04-16 00:00,9.33,1.67,183,193067.16,6673.17
2023-04-17 00:00,9,3.25,780,199141.28,6829.39
2023-04-18 00:00,8.63,4.54,797,195067.22,6596.93
2023-04-19 00:00,8,4.38,779,190505.26,6360.72
2023-04-20 00:00,10.04,6.04,758,168958.24,5898.21
2023-04-21 00:00,10.33,4.67,794,151570.53,5374007.82
2023-04-22 00:00,12.13,4.54,576,147637.45,5261.47
2023-04-23 00:00,9.75,3.42,249,182697.16,6032.98
2023-04-24 00:00,8.63,4.04,5,255419.24,8075.04
2023-04-25 00:00,5.13,8.08,101,268885.15,8553.1
2023-04-26 00:00,4.29,5.83,447,262409.19,8467.14
2023-04-27 00:00,4.25,4.25,554,239569.23,7776.78
2023-04-28 00:00,6.04,2.42,478,214953.34,7151.7
2023-04-29 00:00,6.04,4.42,563,226333.19,7509.26
2023-04-30 00:00,5.88,3.08,547,192297.44,6784.3
2023-05-01 00:00,9.17,4.63,440,213087.13,7289.39
2023-05-02 00:00,5.92,4.63,528,229757.07,7611.64
2023-05-03 00:00,5.75,3.38,415,243412.14,8032.15
2023-05-04 00:00,6.58,2.38,84,234387.13,7915.19
2023-05-05 00:00,6.83,9.13,145,275984.14,8810.65
2023-05-06 00:00,5.96,6.17,15,225823.29,7602.97
2023-05-07 00:00,9.38,5.13,522,179891.06,6469.4
2023-05-08 00:00,11.21,5.46,845,145092.08,5730.36
2023-05-09 00:00,13.46,5.63,403,135923.03,5728.2
2023-05-10 00:00,12.38,3.92,306,154797.11,6089.77
2023-05-11 00:00,10.96,1.5,57,134056.09,5670.21
2023-05-12 00:00,14.46,3,610,113122.21,5203.88
2023-05-13 00:00,13.71,1.92,810,372593.42,5204.63
2023-05-14 00:00,13.96,2,278,119583.06,5166.09
2023-05-15 00:00,12.42,2.92,548,163105.13,5729.85
2023-05-16 00:00,8.33,7.33,57,201094.12,6568.63
2023-05-17 00:00,7.13,7.46,268,180374.11,6055.49
2023-05-18 00:00,9.54,2.75,647,146719.1,5349.25
2023-05-19 00:00,10.63,1.88,700,126858.17,4879.63
2023-05-20 00:00,11.96,2.79,795,371615.26,4558.04
2023-05-21 00:00,15.25,4.13,483,100008.04,4264.97
2023-05-22 00:00,16.42,3.21,133,128584.1,4876.33
2023-05-23 00:00,9.96,5.67,42,135986.06,5247.69
2023-05-24 00:00,11.83,3.25,548,131069.11,4771.54
2023-05-25 00:00,10.33,5.25,923,138584.14,5145.31
2023-05-26 00:00,9.83,4.5,634,130178.18,5224.1
2023-05-27 00:00,9.83,2.42,889,381811.2,4890.01
2023-05-28 00:00,10.58,3.5,590,128584.05,5029.87
2023-05-29 00:00,10.33,4.42,872,110985.11,4541.26
2023-05-30 00:00,14.13,2.29,780,106441.03,4535.63
2023-05-31 00:00,11.42,6.29,709,110116.12,4561.95
2023-06-01 00:00,12.58,4.54,733,104021.11,4603.07
2023-06-02 00:00,12.67,2.63,780,103219.1,4528.56
2023-06-03 00:00,11.46,3.33,857,370907.09,4559.23
2023-06-04 00:00,10.92,3,487,111776.07,4738.77
2023-06-05 00:00,11.75,2.08,574,106776.12,4682.02
2023-06-06 00:00,12.08,3.25,750,101357.06,4570.59
2023-06-07 00:00,12.79,2.46,619,97927.12,4502.89
2023-06-08 00:00,12.58,3.13,798,93050.17,4343.39
2023-06-09 00:00,14.83,2.38,721,79820.08,4044.67
2023-06-10 00:00,16.58,4.96,912,77820.06,4081.63
2023-06-11 00:00,16.5,4.83,717,78211.05,3969.62
2023-06-12 00:00,17.54,3.67,922,73434.09,3751.27
2023-06-13 00:00,16.83,3.38,947,70415.03,3808.52
2023-06-14 00:00,17.58,1.79,915,70868.1,3487.1
2023-06-15 00:00,16.25,1.88,420,70013.11,3584.91
2023-06-16 00:00,17.79,2.17,459,64614.08,3305.72
2023-06-17 00:00,17.21,1.29,588,66407.04,3436.28
2023-06-18 00:00,17.71,1.46,627,66876.03,3408.29
2023-06-19 00:00,16.96,3.08,302,65776.14,3341.71
2023-06-20 00:00,19,1.88,431,64456.02,3301.98
2023-06-21 00:00,17.08,3.88,243,67224.11,3294.32
2023-06-22 00:00,18,2.38,641,598301.1,3381.92
2023-06-23 00:00,15.63,3.42,443,67584.1,3344.1
2023-06-24 00:00,16.92,2.67,464,64543.04,3333.73
2023-06-25 00:00,18.88,1.13,298,64887.09,3296.65
2023-06-26 00:00,17.29,5.04,410,73372.09,3558.23
2023-06-27 00:00,14.54,6.29,706,73442.04,3658.16
2023-06-28 00:00,16.13,3.04,540,67515.15,3234.53
2023-06-29 00:00,17.46,3.21,24,73189.21,3557.04
2023-06-30 00:00,15.21,3.75,523,73603.25,3617.92
2023-07-01 00:00,14.75,4.13,21,79804.05,3840.12
2023-07-02 00:00,13.71,7,337,89603.1,3994.98
2023-07-03 00:00,12.54,5.71,402,95508.11,4155.45
2023-07-04 00:00,12.5,5.38,252,110749.05,4514.94
2023-07-05 00:00,12,4.5,68,100897.16,4343.26
2023-07-06 00:00,14,5.25,446,84005.24,3998.08
2023-07-07 00:00,15.83,1.75,818,69766.26,3690.32
2023-07-08 00:00,18.13,1.67,937,61416.04,3373.65
2023-07-09 00:00,19.96,2.92,729,62836.09,3301.58
2023-07-10 00:00,16.75,2.83,307,67218.08,3350.02
2023-07-11 00:00,16.63,2.54,92,68931.03,3306.82
2023-07-12 00:00,16.13,3.29,310,72126.14,4024.09
2023-07-13 00:00,15.17,3.71,447,72371.16,3607.88
2023-07-14 00:00,15.88,2.38,484,62324.25,3366.85
2023-07-15 00:00,18.75,3.75,224,64110.03,3481.76
2023-07-16 00:00,16.54,6.5,276,69952.09,3952.71
2023-07-17 00:00,15.21,5.25,348,76352.08,4428.67
2023-07-18 00:00,14.13,4.08,500,81903.08,4093.21
2023-07-19 00:00,13.17,2.46,295,85709.14,4094.21
2023-07-20 00:00,12.96,4.42,325,86018.14,4234.57
2023-07-21 00:00,13.25,2.83,360,81586.24,4140.55
2023-07-22 00:00,13.13,3.21,434,84699.05,4179.42
2023-07-23 00:00,14.54,3.46,0,82640.09,3930.53
2023-07-24 00:00,15.88,4.38,200,85185.08,3799.3
2023-07-25 00:00,13.33,4.33,423,92718.04,4390.13
2023-07-26 00:00,12.75,4.54,326,86574.15,3857.16
2023-07-27 00:00,14.75,1.75,363,75928.14,3532.93
2023-07-28 00:00,16.92,1.04,726,68176.27,3377.02
2023-07-29 00:00,16.58,2.63,139,74260.06,3693.63
2023-07-30 00:00,14.38,2.83,334,77741.09,3658.94
2023-07-31 00:00,15.38,3.13,380,75545.13,3713.73
2023-08-01 00:00,14.75,2.13,146,81874.02,3708.83
2023-08-02 00:00,15.08,2.13,295,77416.17,3666.93
2023-08-03 00:00,15.88,2.75,180,84003.14,3704.92
2023-08-04 00:00,15.04,5.25,125,80203.27,3567.45
2023-08-05 00:00,15.38,2.71,565,75690.04,3577.96
2023-08-06 00:00,15.71,3.21,32,93156.13,3865.04
2023-08-07 00:00,13.54,9.21,8,97451.2,3762.89
2023-08-08 00:00,12.88,10.08,387,114974.05,4341.6
2023-08-09 00:00,12.13,6.63,67,108356.17,4315.15
2023-08-10 00:00,13.75,4.92,364,87206.13,3872.81
2023-08-11 00:00,17.63,2.75,247,72692.27,3562.26
2023-08-12 00:00,17.08,1.75,51,78133.14,3719.2
2023-08-13 00:00,16.42,3.13,102,79065.11,3695.66
2023-08-14 00:00,17.04,2.04,458,72243.17,3540.1
2023-08-15 00:00,17.33,3.33,309,76522.07,3576.05
2023-08-16 00:00,15.46,3.92,170,82873.25,3809.1
2023-08-17 00:00,14.67,1.42,214,77467.13,3757.97
2023-08-18 00:00,16.92,3.88,96,68695.19,3413.2
2023-08-19 00:00,18.58,4.38,65,66741.12,3508.14
2023-08-20 00:00,17.58,2.46,479,69167.06,3823.03
2023-08-21 00:00,16.79,2.33,610,68708.18,3298.84
2023-08-22 00:00,17.13,2.58,437,70665.07,3411.51
2023-08-23 00:00,16.08,2.92,167,75821.21,3687.6
2023-08-24 00:00,15.67,1.5,398,67925.12,3369.33
2023-08-25 00:00,16.67,2.63,374,72058.19,3360.28
2023-08-26 00:00,13.58,1.5,192,86604.21,3931.88
2023-08-27 00:00,12.75,1.54,191,93076.74,4256.05
2023-08-28 00:00,13.25,2.25,492,89110.23,4018.14
2023-08-29 00:00,13,1.46,233,93721.07,4332.46
2023-08-30 00:00,13.5,2.04,104,93736.2,4402.23
2023-08-31 00:00,13.38,1.58,152,92371.15,4457.26
2023-09-01 00:00,13.92,2.13,634,86293.21,4215.11
2023-09-02 00:00,13.75,3.54,565,85259.11,4207.43
2023-09-03 00:00,15.83,3.88,193,79409.12,4333.85
2023-09-04 00:00,16.71,2.71,731,78038.19,4170.68
2023-09-05 00:00,16.5,0.5,724,74063.07,4135.12
2023-09-06 00:00,17.04,1.88,648,66772.19,3905.16
2023-09-07 00:00,18.29,3,522,64068.13,3537.61
2023-09-08 00:00,18.92,2.79,589,59293.22,3598.37
2023-09-09 00:00,19.63,1.79,634,60783.09,3685.65
2023-09-10 00:00,17.21,1.38,209,64291.11,3884.58
2023-09-11 00:00,19.17,2.88,354,68011.19,3492.09
2023-09-12 00:00,15.25,2.08,22,86216.07,4306.99
2023-09-13 00:00,12.21,2.67,404,103842.2,4788.05
2023-09-14 00:00,11.71,1.54,207,89760.12,4376.57
2023-09-15 00:00,14.42,2.67,525,79948.19,4450
2023-09-16 00:00,15.75,1.83,332,75305.08,4168.57
2023-09-17 00:00,17.33,3.92,224,75920.08,4032.77
2023-09-18 00:00,17.46,4.38,99,94278.27,4131.26
2023-09-19 00:00,14.17,6.54,107,92311.06,4341.63
2023-09-20 00:00,16.96,5.63,54,91122.18,4301.01
2023-09-21 00:00,16.58,3.38,158,95986.33,4310.66
2023-09-22 00:00,13.83,2.21,203,104360.15,4142.51
2023-09-23 00:00,12.04,2.25,254,114074.12,4452.46
2023-09-24 00:00,12.46,3.13,345,115694.11,4672.71
2023-09-25 00:00,14.38,3.96,191,104075.2,4233.49
2023-09-26 00:00,14.96,2.08,222,96535.09,3930.31
2023-09-27 00:00,15.83,1.79,186,92778.18,3820.88
2023-09-28 00:00,16.21,3.5,104,104123.24,4090.97
2023-09-29 00:00,14.25,3.58,17,111938.2,4213.54
2023-09-30 00:00,13.08,4.42,353,123099.28,4557.43
2023-10-01 00:00,13,1.75,40,111573.13,4356.4
2023-10-02 00:00,15.46,2,19,124403.38,4547.88
2023-10-03 00:00,13.21,4.17,39,144321.12,5040.33
2023-10-04 00:00,12.71,5.96,257,141580.2,5048.81
2023-10-05 00:00,11.67,4.08,334,135064.3,4780.93
2023-10-06 00:00,14.83,7.71,7,152991.16,5205.77
2023-10-07 00:00,10.5,3.96,85,190822.2,6121.92
2023-10-08 00:00,7.08,0.92,284,205022.28,6314.57
2023-10-09 00:00,8.83,1.33,6,185218.26,6176.01
2023-10-10 00:00,12.92,3.21,23,161773.08,5404.08
2023-10-11 00:00,13.25,6.42,34,187819.42,6047.91
2023-10-12 00:00,9.54,4.29,223,188743.27,6064.69
2023-10-13 00:00,11.71,4.67,0,200977.41,6310.03
2023-10-14 00:00,8.46,7,209,235871.24,7272.97
2023-10-15 00:00,7.04,5.96,237,243596.39,7772.73
2023-10-16 00:00,6.13,2.79,291,242253.26,7280.03
2023-10-17 00:00,6.71,1.83,327,244611.16,7162.02
2023-10-18 00:00,7.42,2.04,265,273188.44,7791.43
2023-10-19 00:00,6.67,9.38,0,321396.29,9551.6
2023-10-20 00:00,4.42,11.83,0,300839.32,9563.07
2023-10-21 00:00,7.54,6.5,0,249848.37,7449.22
2023-10-22 00:00,9.29,3,12,252791.37,8110.28
2023-10-23 00:00,8.54,2.08,184,256864.2,7597.28
2023-10-24 00:00,8.54,5.5,14,246053.11,7257.56
2023-10-25 00:00,9.17,4.29,13,259308.5,7594.27
2023-10-26 00:00,7.21,4.21,2,278397.86,8477.69
2023-10-27 00:00,6.21,3.88,13,277833.75,8316.66
2023-10-28 00:00,6.54,4.58,0,263306.26,7921.08
2023-10-29 00:00,9.58,5.21,54,249396.13,7587.76
2023-10-30 00:00,10.25,4.67,153,317593.44,9043.71
2023-10-31 00:00,3,3.67,70,354439.49,10006.22
2023-11-01 00:00,4.25,3.75,27,275840.36,8003.12
2023-11-02 00:00,9.58,5.67,91,279185.55,8371.43
2023-11-03 00:00,8.75,5.04,11,270640.29,8168.04
2023-11-04 00:00,7.79,4.25,1,262150.29,8002.49
2023-11-05 00:00,8,2.38,11,259194.12,7808.03
2023-11-06 00:00,8.29,3.08,193,278617.33,8365.33
2023-11-07 00:00,7.42,2.71,99,268143.43,8237.08
2023-11-08 00:00,7.92,3.75,194,269057.19,8345.51
2023-11-09 00:00,7.21,1.5,11,293333.17,8892.83
2023-11-10 00:00,5.96,2.38,110,291411.41,8696.49
2023-11-11 00:00,5.5,0.79,21,280273.34,8545.79
2023-11-12 00:00,5.21,1.17,90,317395.14,9296.23
2023-11-13 00:00,4.83,4,28,324080.29,9408.81
2023-11-14 00:00,5.21,4.25,0,351268.47,9914.07
2023-11-15 00:00,3.63,3.08,7,369321.27,10327.3
2023-11-16 00:00,2.83,4.5,34,372186.18,10586.71
2023-11-17 00:00,2.46,2.29,22,353128.21,10802.16
2023-11-18 00:00,2.42,3.38,169,325293.24,9778.45
2023-11-19 00:00,5.46,3.42,0,321458.16,9790.1
2023-11-20 00:00,5.71,3.04,3,352924.76,10391.95
2023-11-21 00:00,2.83,2,8,393862.54,11201.17
2023-11-22 00:00,3.75,5.42,0,324413.23,9141.6
2023-11-23 00:00,7.96,9.83,2,384488.18,10838.42
2023-11-24 00:00,1.83,5.46,127,376913.22,10761.9
2023-11-25 00:00,0.88,2.46,294,429762.36,12243.21
2023-11-26 00:00,-1.21,1.46,34,439386.21,12714.38
2023-11-27 00:00,0.29,5.25,12,482494.31,13673.68
2023-11-28 00:00,-4.58,2.42,180,511321.2,14092.17
2023-11-29 00:00,-5.71,1.21,314,529772.33,14332.92
2023-11-30 00:00,-3.83,2.17,96,529146.46,13993.05
2023-12-01 00:00,-4,2.29,125,542185.23,14375.74
2023-12-02 00:00,-6.5,0.33,116,500260.56,13481.07
2023-12-03 00:00,-2.29,1.5,109,495055.15,13171.29
2023-12-04 00:00,-0.71,3.71,79,466314.24,12355.69
2023-12-05 00:00,0.04,5.17,187,473683.14,12372.83
2023-12-06 00:00,0,4.92,17,461061.42,12496.43
2023-12-07 00:00,0.04,1.54,4,453847.33,13188.98
2023-12-08 00:00,0.33,4,2,424305.21,12074.49
2023-12-09 00:00,2.04,4.33,6,409331.17,11372.51
2023-12-10 00:00,2.83,5.21,6,397846.19,10912.22
2023-12-11 00:00,3.17,2.13,0,423392.26,11296.53
2023-12-12 00:00,1.25,3.67,0,,
