Dato,middel_temp,middel_vind,sol_minutter,MWh,Flow
2021-08-10 00:00,14.42,1.88,235,86376.01,4115.64
2021-08-11 00:00,15,2.25,491,87869,4013.36
2021-08-12 00:00,17.46,2.46,436,78262.03,10508.21
2021-08-13 00:00,16.42,4,254,76991.01,3499.83
2021-08-14 00:00,15.92,5,238,79348.04,3787.6
2021-08-15 00:00,14.71,3.33,289,83089.04,4154.26
2021-08-16 00:00,12.33,2.88,133,100708.01,4581.73
2021-08-17 00:00,14.96,6.17,309,103288.02,4637.48
2021-08-18 00:00,13.71,5.92,34,110871.01,4795.58
2021-08-19 00:00,13.92,4.83,258,114764.03,4893
2021-08-20 00:00,13.29,2.54,243,112839.02,4863.48
2021-08-21 00:00,12.83,1.21,473,108121.02,4690.16
2021-08-22 00:00,13.96,2.5,390,99033.29,4562.63
2021-08-23 00:00,14.75,1.54,698,100186.02,4593.62
2021-08-24 00:00,14.29,1.75,691,94266.03,4422.97
2021-08-25 00:00,14.25,5.17,137,98649.03,4398.73
2021-08-26 00:00,13.79,4.63,180,112953.01,4773.49
2021-08-27 00:00,14.54,5.13,55,116297.02,4750.05
2021-08-28 00:00,14.5,4,54,109378.11,4293.27
2021-08-29 00:00,15.71,3.42,186,102885.27,4390.06
2021-08-30 00:00,15.38,2.5,650,97571.02,4210.35
2021-08-31 00:00,14.63,1.5,648,96569.03,4509.03
2021-09-01 00:00,14.38,2.54,556,95930.03,4497.09
2021-09-02 00:00,14.88,2.21,358,93112.01,4423.71
2021-09-03 00:00,14.25,4.63,575,94311.02,4403.09
2021-09-04 00:00,13.54,2.67,690,91846,4344.68
2021-09-05 00:00,12.83,2.33,640,97697,4550.93
2021-09-06 00:00,12.54,1.04,128,107574,4788.9
2021-09-07 00:00,14.63,1.42,113,107222,4754.76
2021-09-08 00:00,17.25,1.58,618,88431,4277.3
2021-09-09 00:00,17.54,2.04,693,79780,4101.73
2021-09-10 00:00,16.71,1.71,43,79309,4052.82
2021-09-11 00:00,17.42,2.75,71,75282,3944.55
2021-09-12 00:00,15.83,4.58,231,81112,4136.24
2021-09-13 00:00,14.38,3.04,106,102091,4552.04
2021-09-14 00:00,14.33,1.13,173,100245,4526.37
2021-09-15 00:00,14.08,3.5,0,204034,4820.29
2021-09-16 00:00,14.42,2.88,40,108934,4659.26
2021-09-17 00:00,11.83,3.63,3,139258,5373.18
2021-09-18 00:00,13.42,2.46,0,4805,198.98
2021-09-19 00:00,11.17,2.83,56,143008,5403.89
2021-09-20 00:00,10.29,1.08,70,170974,6160.2
2021-09-21 00:00,11.83,3,121,166973,6004.38
2021-09-22 00:00,13.79,3.83,465,145030,5493.4
2021-09-23 00:00,13.46,8.17,98,138725,5158.93
2021-09-24 00:00,13.33,5.17,27,159805,5671.83
2021-09-25 00:00,13.04,2.46,405,130322,5085.51
2021-09-26 00:00,14,2.5,135,136197,5209.66
2021-09-27 00:00,15.21,3,15,129923,4883.57
2021-09-28 00:00,12.08,1.88,436,384027.66,5226.7
2021-09-29 00:00,12.13,3.17,90,146124,5606.97
2021-09-30 00:00,10.42,4.13,91,174130,6230.62
2021-10-01 00:00,11.75,6,2,188887,6657.2
2021-10-02 00:00,12.46,3.08,63,6466,250.05
2021-10-03 00:00,12.92,4.04,0,156701,5750.81
2021-10-04 00:00,11.88,3.92,113,185040,6697.24
2021-10-05 00:00,10.92,3.08,173,188998,7188.34
2021-10-06 00:00,10.92,1.96,267,177265,6470.73
2021-10-07 00:00,9.08,1.33,493,204221.39,6673.21
2021-10-08 00:00,9,1.71,397,194149,6836.99
2021-10-09 00:00,9.42,1.83,247,182984,6344.62
2021-10-10 00:00,8.38,2.21,215,211066,6956.79
2021-10-11 00:00,8.75,4.17,292,207308,6776.4
2021-10-12 00:00,5.79,1.79,459,236574,7517.38
2021-10-13 00:00,6.92,2.33,209,259434,8110.99
2021-10-14 00:00,11,4.88,80,220721,7044.18
2021-10-15 00:00,9.33,5.96,373,218664,7122.26
2021-10-16 00:00,7.92,3.46,156,229789,7301.09
2021-10-17 00:00,8.21,1.46,39,231181,7339.96
2021-10-18 00:00,10,2.13,0,225229,7163.3
2021-10-19 00:00,12.04,4,0,306462,7056.02
2021-10-20 00:00,13.04,4.92,9,182803,6144.45
2021-10-21 00:00,7.5,5.29,143,2330171,7251.75
2021-10-22 00:00,6.54,6,205,280055,8352.06
2021-10-23 00:00,7.04,3.21,255,409622,8337.51
2021-10-24 00:00,8.38,3.46,249,252179,7734.65
2021-10-25 00:00,8.13,3.21,33,808920,8245.42
2021-10-26 00:00,9.83,2.75,205,239121,7452.34
2021-10-27 00:00,13.25,6.92,0,215224,6903.57
2021-10-28 00:00,11.67,4.38,292,205691,6713.27
2021-10-29 00:00,10.08,3.63,363,221767,7013.26
2021-10-30 00:00,10.46,3.38,64,215959,6859.83
2021-10-31 00:00,10.13,3.83,111,234272,7336.02
2021-11-01 00:00,9.75,5.25,90,235730,7315.7
2021-11-02 00:00,6.75,2,217,261469,7925.95
2021-11-03 00:00,4.29,1.04,242,288578,8603.69
2021-11-04 00:00,4,1.83,12,326772,9644.29
2021-11-05 00:00,7.08,4.13,198,303417,9033.37
2021-11-06 00:00,9.54,5,2,267563,8144.01
2021-11-07 00:00,7.54,3.92,80,60263,1838.95
2021-11-08 00:00,6.38,1.71,46,292962,8853.57
2021-11-09 00:00,8.83,5.04,0,288498,8555.35
2021-11-10 00:00,9.71,2.88,6,254172,7889.69
2021-11-11 00:00,8.25,2.5,61,266161,8145.57
2021-11-12 00:00,7.13,3.04,0,285124,8544.32
2021-11-13 00:00,6.58,2.88,0,288899,8666.76
2021-11-14 00:00,7.29,2.92,0,289053,8706.33
2021-11-15 00:00,6.33,1.54,0,307096,9131.9
2021-11-16 00:00,4.38,1.71,0,324988,9662.09
2021-11-17 00:00,5.63,3.46,96,322650,9541.27
2021-11-18 00:00,9.38,5.58,0,300315,8982.26
2021-11-19 00:00,10.75,6.63,93,259299,7965.24
2021-11-20 00:00,9.54,6.08,1,256456,7791.39
2021-11-21 00:00,3.79,3,177,304672,9050.03
2021-11-22 00:00,3.17,2.21,296,366044,10833.58
2021-11-23 00:00,6.33,4.29,245,318369,9440.34
2021-11-24 00:00,6.67,3.46,51,317625,9418.68
2021-11-25 00:00,4.92,3.71,196,314168,9339.77
2021-11-26 00:00,2,3.46,83,363192,10603.63
2021-11-27 00:00,2.08,3.83,109,354097,10429.91
2021-11-28 00:00,1.25,1.54,2,367717,10800.26
2021-11-29 00:00,0.13,2.79,312,339691,9866.07
2021-11-30 00:00,2.13,5.67,200,334880,9656.22
2021-12-01 00:00,1.83,6.5,0,342361,9831.06
2021-12-02 00:00,0.04,4.04,275,435650,13120.08
2021-12-03 00:00,1.75,3.21,0,428514,12653.08
2021-12-04 00:00,1.58,3.08,5,405659,11813.7
2021-12-05 00:00,0.96,6.92,0,423862,12298.69
2021-12-06 00:00,-0.08,4.25,41,472608,13555.56
2021-12-07 00:00,0.92,5.46,5,459495,12960.52
2021-12-08 00:00,1.42,5.96,0,451995,12809.75
2021-12-09 00:00,0.88,3.71,2,440297,12475.47
2021-12-10 00:00,1.38,2.13,0,430567,12185.13
2021-12-11 00:00,0.42,1.46,131,419931,12040.8
2021-12-12 00:00,4.21,2.92,0,402113,11524.26
2021-12-13 00:00,7.42,3,0,355428,10318.54
2021-12-14 00:00,5.08,2.83,145,360607,10455.2
2021-12-15 00:00,7.75,5.13,40,343673,10265.34
2021-12-16 00:00,5.46,3.33,344,344044,10094.5
2021-12-17 00:00,6.21,3.96,2,349916,10146.48
2021-12-18 00:00,6.58,6.08,217,321847.45,9681.76
2021-12-19 00:00,4.29,5.13,262,337634.05,10084.59
2021-12-20 00:00,-1.38,0.96,338,437803.24,12749.35
2021-12-21 00:00,-1.63,0.96,98,478752.05,13982.19
2021-12-22 00:00,1.08,1.42,131,447447.04,13551.17
2021-12-23 00:00,-0.88,1.71,0,455340.05,13580.04
2021-12-24 00:00,-4.5,2.42,134,476379.06,14521.16
2021-12-25 00:00,-7.79,0.38,331,536907.15,16513.62
2021-12-26 00:00,-7.13,0.88,331,539309.16,16213.82
2021-12-27 00:00,-2.58,4.92,150,556147.1,16547.38
2021-12-28 00:00,0,3.96,0,487203.04,14466.85
2021-12-29 00:00,0.79,1.75,0,455453.04,13442.15
2021-12-30 00:00,7,4.67,4,390227.02,11834.59
2021-12-31 00:00,7.88,3.96,0,341224.09,10644.06
2022-01-01 00:00,8.17,3.96,0,316680.13,10011.19
2022-01-02 00:00,7.58,3.88,0,752053.17,9803.98
2022-01-03 00:00,6.63,6.29,4,474479.03,10410.29
2022-01-04 00:00,2.5,3.08,134,0.08,87.44
2022-01-05 00:00,1.54,3.92,83,410264.06,12286.98
2022-01-06 00:00,-0.71,1.75,333,457391.05,13820.62
2022-01-07 00:00,1.79,4.29,61,437492.68,13037.58
2022-01-08 00:00,1.67,3.71,146,415165.44,12453.57
2022-01-09 00:00,0.33,3.17,0,432521.31,12975.99
2022-01-10 00:00,1.17,2.46,26,451803.54,13803.85
2022-01-11 00:00,2.04,2.92,22,443343.15,13555.41
2022-01-12 00:00,3.83,3.58,31,421270.1,12910.78
2022-01-13 00:00,6.33,6.75,8,376836.12,11592.18
2022-01-14 00:00,4.5,6.13,288,369313.04,11553.68
2022-01-15 00:00,1.92,2.17,116,403369.08,12415.97
2022-01-16 00:00,4.46,6.13,5,382247.1,11813.48
2022-01-17 00:00,4.04,7.33,355,401057.03,12296.82
2022-01-18 00:00,4.71,4.54,113,388304.06,11875.42
2022-01-19 00:00,4.13,7.71,0,398847.05,12080.56
2022-01-20 00:00,-0.04,6.96,295,459346.06,13989.25
2022-01-21 00:00,2.17,3.67,130,451785.03,13732.3
2022-01-22 00:00,5.46,3.75,26,0.03,25.52
2022-01-23 00:00,5.58,3.54,2,358743.04,11097.91
2022-01-24 00:00,4.38,4.38,0,387458.04,11821.81
2022-01-25 00:00,5.38,4.25,35,370837.07,11344.94
2022-01-26 00:00,4.96,6.88,35,380931.07,11542.73
2022-01-27 00:00,5.58,11.08,94,380583.07,11436.56
2022-01-28 00:00,3.54,5.38,306,403143.05,12180.69
2022-01-29 00:00,6.46,12.08,19,363654.06,10977.64
2022-01-30 00:00,4.04,9.92,310,395307.08,12179.92
2022-01-31 00:00,1.54,2.13,44,407521.09,12386.39
2022-02-01 00:00,4.08,7.08,32,402474.16,12014.03
2022-02-02 00:00,3.88,6.83,311,398284.05,11939.24
2022-02-03 00:00,5.46,3.96,0,371627.53,11286.38
2022-02-04 00:00,3.79,4.83,1,374661.32,11404.18
2022-02-05 00:00,3.63,6.92,139,388445.38,11921.42
2022-02-06 00:00,3,4.92,83,371383.33,11749.36
2022-02-07 00:00,3.04,6.79,319,407052.04,12269.55
2022-02-08 00:00,5.96,6.38,288,359080.1,10939.98
2022-02-09 00:00,5.46,5.92,135,354969.01,10827.5
2022-02-10 00:00,2.96,4.21,189,403557.24,12295.08
2022-02-11 00:00,0.63,3.04,344,428084.14,12641.62
2022-02-12 00:00,1.83,5.75,115,411399.14,12382.61
2022-02-13 00:00,3.04,5.92,0,384761.06,11224.76
2022-02-14 00:00,6.67,7.42,2,379762.08,11176.95
2022-02-15 00:00,4.5,6.42,127,377834.48,11083.57
2022-02-16 00:00,5.17,6.75,1,381872.53,11265.09
2022-02-17 00:00,4.38,8.79,101,409266.1,11998.31
2022-02-18 00:00,2.83,5.13,7,397226.79,11704.93
2022-02-19 00:00,3.13,7.21,167,408854.07,12360.17
2022-02-20 00:00,3.33,5.38,0,380982.05,11368.64
2022-02-21 00:00,4.33,8.38,237,407468.05,12316.72
2022-02-22 00:00,3.42,5.33,49,391701.13,11580.96
2022-02-23 00:00,5.25,7.38,151,394861.57,11506.84
2022-02-24 00:00,3.08,5.21,11,402396.09,11747.65
2022-02-25 00:00,3,5.13,240,378941.8,11355.51
2022-02-26 00:00,1.96,1.21,493,372176.03,11556.9
2022-02-27 00:00,1.71,2.96,545,376487.04,11187.61
2022-02-28 00:00,2.46,3.58,550,415408.13,12174.21
2022-03-01 00:00,1.17,1.58,14,383051.22,11440.52
2022-03-02 00:00,1.79,0.96,378,327529.6,10914.77
2022-03-03 00:00,1.29,1.63,457,364753.09,11145.4
2022-03-04 00:00,0.71,1.79,468,377791.82,11396.46
2022-03-05 00:00,-0.17,1.38,377,367109.04,11504.82
2022-03-06 00:00,1.13,1.38,562,377131.46,11341.79
2022-03-07 00:00,0.5,0.88,589,343768.49,10182.11
2022-03-08 00:00,2.33,1.25,465,342125.03,10057.14
2022-03-09 00:00,2.46,3.13,553,341513.69,9984.45
2022-03-10 00:00,3.29,4.79,542,343980.41,10272.5
2022-03-11 00:00,3.21,6.88,613,330005.12,10192
2022-03-12 00:00,3.38,5,554,315083.78,9882.71
2022-03-13 00:00,4.21,4.79,591,320790.64,9690.38
2022-03-14 00:00,5.33,3.04,471,296561.7,9550.22
2022-03-15 00:00,4.67,1.63,333,341636.45,10177.32
2022-03-16 00:00,2.38,3.21,200,369865.09,10545.37
2022-03-17 00:00,4.29,5.63,61,324057.06,9499.03
2022-03-18 00:00,5.13,2.75,596,309256.45,9223.89
2022-03-19 00:00,3.75,2.46,629,309311.67,9184.73
2022-03-20 00:00,3.63,5.75,557,313455.06,9183.43
2022-03-21 00:00,4.83,3.42,475,292760.48,8780.39
2022-03-22 00:00,5.96,1.08,540,262924.13,8056.38
2022-03-23 00:00,6.63,2.13,635,262715.11,7987.87
2022-03-24 00:00,6.25,0.96,674,249805.12,7750.57
2022-03-25 00:00,6.83,3,575,221330.44,7051.5
2022-03-26 00:00,7.88,3.88,553,247393.62,7539.24
2022-03-27 00:00,4.75,4.08,510,300093.12,8819.62
2022-03-28 00:00,5.04,5.25,82,315762.86,9445.43
2022-03-29 00:00,2.96,4.04,422,352602.92,10332.1
2022-03-30 00:00,0.58,3.88,287,362520.73,10669.95
2022-03-31 00:00,1.13,4,589,364500.13,10798.46
2022-04-01 00:00,1.13,3.42,435,350521.43,10353.99
2022-04-02 00:00,0.79,2.83,486,336917.72,9940.13
2022-04-03 00:00,2.75,5.04,297,353575.09,10201.09
2022-04-04 00:00,4.5,9.42,76,349759.62,10179.4
2022-04-05 00:00,2.75,4.92,307,345360.18,9874.03
2022-04-06 00:00,4.88,5.21,23,320245.74,9149.39
2022-04-07 00:00,4.96,5.58,134,339770.11,9737.33
2022-04-08 00:00,3.17,7.38,395,324672.5,9386.22
2022-04-09 00:00,3.79,8.04,384,333093.15,9724.87
2022-04-10 00:00,3.17,6.58,368,331466.12,9696.22
2022-04-11 00:00,3.46,3,543,316807.6,9626.36
2022-04-12 00:00,5.58,4.96,384,253296.16,8211.88
2022-04-13 00:00,9.71,4.08,251,263160.75,8164.49
2022-04-14 00:00,6.79,3.83,1,300776.16,8818.98
2022-04-15 00:00,6.08,3.5,0,259176.5,7916.29
2022-04-16 00:00,6.5,1.25,628,231259.34,7346.21
2022-04-17 00:00,7.13,1.21,770,211443.08,6714.57
2022-04-18 00:00,8.54,2.29,787,197003.08,6353.16
2022-04-19 00:00,8.71,1.67,747,176904.15,6146.76
2022-04-20 00:00,9.17,2.08,771,174616.49,5928.8
2022-04-21 00:00,9.67,3.58,788,167518.11,5866.89
2022-04-22 00:00,10.29,4.5,778,163974.49,5677.42
2022-04-23 00:00,9.17,4.42,795,174630.2,6087.36
2022-04-24 00:00,8.33,5,473,201959.51,6517.66
2022-04-25 00:00,6.88,2.38,632,211554.58,6714.85
2022-04-26 00:00,6.25,2.33,462,214491.2,6925.12
2022-04-27 00:00,7.42,2.17,584,194644.47,6421.56
2022-04-28 00:00,7.54,3.92,828,206117.15,6568.95
2022-04-29 00:00,7.42,3.83,345,193331.52,6385.29
2022-04-30 00:00,7.92,2.54,520,190974.26,6508.22
2022-05-01 00:00,6.42,2.08,479,190886.56,6371.49
2022-05-02 00:00,7.63,3.71,568,174658.87,5980.54
2022-05-03 00:00,9.67,2.92,686,171173.59,5945.52
2022-05-04 00:00,7.54,2.08,659,210973.12,6723.6
2022-05-05 00:00,6.63,2.54,206,198160.13,6338.83
2022-05-06 00:00,10.13,3.08,97,171468.45,5794.89
2022-05-07 00:00,9.33,4.79,562,171802.19,5993.11
2022-05-08 00:00,9.88,2.54,845,143705.34,5201.17
2022-05-09 00:00,12.04,3.25,774,144482.55,5231.46
2022-05-10 00:00,11.63,3.92,8,176782.31,6062.53
2022-05-11 00:00,10.29,4.29,0,168557.1,5846.4
2022-05-12 00:00,10.46,5.67,527,164234.15,5693.67
2022-05-13 00:00,10.71,5.46,92,155871.45,5814.76
2022-05-14 00:00,10.5,5.63,581,146239.9,5801.36
2022-05-15 00:00,10.83,1.83,528,136309.33,5199.6
2022-05-16 00:00,12.54,3.83,260,124661.33,4960.75
2022-05-17 00:00,14.29,4.08,549,107698.73,4881.67
2022-05-18 00:00,15.54,3.42,531,91938.02,4829.72
2022-05-19 00:00,14.38,1.58,156,113968.13,4810.39
2022-05-20 00:00,12.33,2.46,227,123808.22,5115.68
2022-05-21 00:00,11.25,5,234,118868.79,5075.31
2022-05-22 00:00,12.38,2.38,604,104586.11,4668.74
2022-05-23 00:00,14.46,5.29,731,112162.07,4985.23
2022-05-24 00:00,12.42,5,75,124948.46,5381.85
2022-05-25 00:00,12.04,5.08,371,120964.04,5332.18
2022-05-26 00:00,11.75,6.83,442,141665.06,5824.16
2022-05-27 00:00,9.21,6.88,436,147873.05,5918.75
2022-05-28 00:00,10.5,5.83,403,133214.09,5658.26
2022-05-29 00:00,10.29,3.42,611,153495.17,5992.63
2022-05-30 00:00,9.5,1.38,60,162127.18,6219.18
2022-05-31 00:00,9.75,1.54,146,149332.43,5828.7
2022-06-01 00:00,10.13,2.46,565,163148.26,6098.84
2022-06-02 00:00,9.83,4.88,0,162293.06,6120.52
2022-06-03 00:00,10.88,4.04,226,135327.15,5571.76
2022-06-04 00:00,11.83,1.96,452,119244.14,5242.99
2022-06-05 00:00,13.46,1.5,561,107928.16,4999.17
2022-06-06 00:00,14.08,3.96,245,137990.13,10151.1
2022-06-07 00:00,11.13,4.29,6,146267.29,5226.01
2022-06-08 00:00,12.42,2.46,45,125595.05,4930.84
2022-06-09 00:00,14.08,3.08,83,112298.06,4993.33
2022-06-10 00:00,14.54,3.63,276,100190.08,4723.26
2022-06-11 00:00,14.54,3.83,604,99690.04,4840.7
2022-06-12 00:00,13.42,4.38,306,115773.12,5184.89
2022-06-13 00:00,12.04,5,440,114922.1,5066.58
2022-06-14 00:00,13.17,4.29,192,1293787.29,4902.37
2022-06-15 00:00,12.67,2.71,414,105173.03,4507.18
2022-06-16 00:00,14.08,3.83,817,98225.03,4387.31
2022-06-17 00:00,15.75,3,194,86347.05,4124.14
2022-06-18 00:00,15.79,3.58,469,96073.5,4438.42
2022-06-19 00:00,11.88,2.38,278,106376.04,4521.81
2022-06-20 00:00,11.92,1.83,334,103196.22,4455.52
2022-06-21 00:00,13.46,4.17,474,100291.19,4330.45
2022-06-22 00:00,13.29,3.29,45,95297.14,4230
2022-06-23 00:00,16.5,1.54,655,75879.01,3740.54
2022-06-24 00:00,19.58,3.96,741,68033.04,3534.27
2022-06-25 00:00,18.79,1.17,528,65198.01,3486.45
2022-06-26 00:00,19.21,3.04,469,82992.03,3983.43
2022-06-27 00:00,13.21,2.29,0,88966.18,4016.9
2022-06-28 00:00,14.96,1.92,602,76979.17,3773.82
2022-06-29 00:00,17.08,2.63,799,66589.69,3490.42
2022-06-30 00:00,18.88,2.83,882,68635.01,3547.6
2022-07-01 00:00,15.71,3.25,64,72872.41,3570.46
2022-07-02 00:00,15.79,3.92,674,66276.53,3506.71
2022-07-03 00:00,17.38,2.79,488,72020.11,3567.61
2022-07-04 00:00,14.21,3.96,376,85412.11,3892.35
2022-07-05 00:00,13.42,3.79,324,88123.1,4050.99
2022-07-06 00:00,13.67,4.33,405,82672.05,3759.03
2022-07-07 00:00,15.08,5.29,472,86616.01,3974.46
2022-07-08 00:00,14.13,5.83,280,83550.73,3909.83
2022-07-09 00:00,13.58,6.21,280,87223.69,4008.51
2022-07-10 00:00,13.25,4.88,554,82275.11,3785.76
2022-07-11 00:00,14.88,2.33,819,70293.11,3420.96
2022-07-12 00:00,16.96,3.25,243,68403.14,3374.11
2022-07-13 00:00,16.25,4.71,591,79822.24,3654.09
2022-07-14 00:00,13.13,5.46,355,92632.01,4037.69
2022-07-15 00:00,13,5,314,89180.15,4026.95
2022-07-16 00:00,13.17,5.92,576,83276.13,3921.7
2022-07-17 00:00,15,4.29,250,72628.1,3638.53
2022-07-18 00:00,18.33,3.58,477,64154.11,3340.32
2022-07-19 00:00,20.92,1.58,834,52655.11,3090.68
2022-07-20 00:00,23.58,3.42,859,56328.13,3623.56
2022-07-21 00:00,16.38,3.29,110,74485.04,4010.28
2022-07-22 00:00,13.79,5.38,0,87101.09,4325.26
2022-07-23 00:00,12.83,3.88,22,84427.13,4040.47
2022-07-24 00:00,15.67,3.38,162,72543.03,3576.4
2022-07-25 00:00,17.92,3.33,116,83361.03,3938.4
2022-07-26 00:00,13.54,6.54,317,100258.02,4642.32
2022-07-27 00:00,12.63,6.04,54,98122.05,4571.28
2022-07-28 00:00,13.13,2.38,468,85247.03,4265.11
2022-07-29 00:00,14.71,1.25,707,71658.01,3725.04
2022-07-30 00:00,16.33,1.63,190,68942.04,4056.94
2022-07-31 00:00,16.33,1.08,20,78885.03,25973.98
2022-08-01 00:00,13.88,4.04,814,86132.02,5205.77
2022-08-02 00:00,14.13,3.29,192,73287.06,4919.8
2022-08-03 00:00,18.75,3.71,95,67354.09,5164.76
2022-08-04 00:00,18.67,3,354,84078.04,4783.21
2022-08-05 00:00,13.67,3.13,335,86616.74,4681.78
2022-08-06 00:00,12.83,4.04,432,89964.03,4828.46
2022-08-07 00:00,13.58,2.21,92,1430790.06,4655.58
2022-08-08 00:00,15.54,2.13,460,80992.01,4129.71
2022-08-09 00:00,15.67,1.63,427,77663.03,3912.9
2022-08-10 00:00,16.29,1,654,70459.13,3772.23
2022-08-11 00:00,18.88,0.88,779,62502.03,339210.32
2022-08-12 00:00,20.42,1.58,839,56374.11,3284.66
2022-08-13 00:00,21.21,1.38,782,52311.05,3246.08
2022-08-14 00:00,21.79,3.04,256,54763.08,3239.15
2022-08-15 00:00,21.83,3,566,54453.03,3102.59
2022-08-16 00:00,20.67,2.79,456,57856.02,3098.3
2022-08-17 00:00,18.96,1.42,282,64135.06,3663.33
2022-08-18 00:00,16.13,2.46,61,65871.05,3920.96
2022-08-19 00:00,17.29,1.33,303,58890.82,3694.92
2022-08-20 00:00,16.67,2.04,529,62808.83,4356.59
2022-08-21 00:00,14.96,3,442,74176.06,4178.58
2022-08-22 00:00,14.83,1,386,66097,3821.22
2022-08-23 00:00,19.58,3.88,431,61514.05,3654.16
2022-08-24 00:00,20.58,3.79,546,59418.02,3720.3
2022-08-25 00:00,19.88,3.75,632,57724.03,3458.25
2022-08-26 00:00,19.46,3.04,163,59481.11,3584.25
2022-08-27 00:00,16.17,3.42,405,67848.05,4040.22
2022-08-28 00:00,15.75,2.96,157,71950.1,4218.7
2022-08-29 00:00,15.46,3.67,676,77028.13,4380.84
2022-08-30 00:00,14.67,2.38,603,81808.03,4416.91
2022-08-31 00:00,13.58,2.17,568,85619.01,4489.21
2022-09-01 00:00,13.88,1.5,638,82906.01,4442.03
2022-09-02 00:00,13.96,2.63,616,73249.22,4168.33
2022-09-03 00:00,15.46,3.88,502,75131.01,4287.79
2022-09-04 00:00,15.96,4.17,506,75041.17,4231.96
2022-09-05 00:00,16.71,4.79,404,74647.02,4196.6
2022-09-06 00:00,16.29,5.71,389,80681.01,4202.52
2022-09-07 00:00,14.88,4.63,35,89621.04,4134.15
2022-09-08 00:00,14.58,6.21,54,88106.07,4412.55
2022-09-09 00:00,14.71,2.63,79,82765.13,4329.02
2022-09-10 00:00,14.42,2.38,174,90270.02,4590.36
2022-09-11 00:00,13.5,1.21,401,96406.36,4679.88
2022-09-12 00:00,13.88,2.92,76,1216829.3,4583.71
2022-09-13 00:00,13.96,5.42,265,104297.04,4740.33
2022-09-14 00:00,13.21,4.17,122,111469.03,4896.29
2022-09-15 00:00,11.58,6.21,492,114030.05,4763.05
2022-09-16 00:00,12.21,4.17,411,109948.14,4731.85
2022-09-17 00:00,11.38,4,229,126196.04,5142.24
2022-09-18 00:00,10.33,4,314,138198.45,5337.11
2022-09-19 00:00,9.83,2.13,489,149420.04,5455.76
2022-09-20 00:00,8.88,0.96,606,144797.07,5371.91
2022-09-21 00:00,8.88,1.5,570,141922.05,5276.47
2022-09-22 00:00,9.67,1.75,301,143106.05,5219.69
2022-09-23 00:00,11.29,1.92,108,127302.16,4896.58
2022-09-24 00:00,11.17,1.42,325,131427.03,5127.79
2022-09-25 00:00,10.29,2.04,401,146846.42,5375.81
2022-09-26 00:00,10.08,3.79,0,165998.28,5780.87
2022-09-27 00:00,8.63,1.5,2,181317.06,6118.62
2022-09-28 00:00,8.33,1.08,19,179428.05,6029.81
2022-09-29 00:00,9.79,3.92,112,179980.04,5999.02
2022-09-30 00:00,10.46,2.92,153,173538.05,5817.83
2022-10-01 00:00,10.21,3.83,75,163093.03,5717
2022-10-02 00:00,11.21,4.42,372,151543.06,5418.67
2022-10-03 00:00,11.42,3.88,351,144302.18,5260.43
2022-10-04 00:00,12.5,3.88,149,140120.16,5339.36
2022-10-05 00:00,13.75,6.5,0,153404.09,5755.92
2022-10-06 00:00,12.58,6.75,286,145838.05,5633.51
2022-10-07 00:00,13.25,6.46,91,156223.26,5911.21
2022-10-08 00:00,9.25,3.29,328,174193.17,6381.45
2022-10-09 00:00,8.96,2.5,434,187645.07,6348.86
2022-10-10 00:00,8.75,3.46,277,197986.13,6458.12
2022-10-11 00:00,8.79,3.29,300,189378.07,6458.35
2022-10-12 00:00,9.04,2.46,126,199624.12,6510.33
2022-10-13 00:00,9.83,2,4,178098.05,5437.24
2022-10-14 00:00,10.38,1.92,261,157095.1,4937.03
2022-10-15 00:00,11.92,2.83,170,161104.29,5122.14
2022-10-16 00:00,10.75,5,317,191772.05,5754.21
2022-10-17 00:00,11.17,3.46,6,181206.11,5597.59
2022-10-18 00:00,10.58,4.04,168,200210.21,6103.62
2022-10-19 00:00,6.67,1.5,515,221277.06,6578.74
2022-10-20 00:00,7.13,4.04,412,201875.05,6038.69
2022-10-21 00:00,10.33,2.04,0,171194.36,5416.49
2022-10-22 00:00,12.38,1.75,16,181716.33,5665.85
2022-10-23 00:00,10.5,2.58,107,171448.04,5389.91
2022-10-24 00:00,13,4.79,47,175419.08,5471.83
2022-10-25 00:00,11.63,3.63,73,187715.05,5757.32
2022-10-26 00:00,11.33,2.5,86,168158.12,5361.87
2022-10-27 00:00,13.46,2.83,116,148505.02,5067.88
2022-10-28 00:00,14.38,3.17,203,154868.27,5085.3
2022-10-29 00:00,11.88,2.79,284,154291.23,5244.7
2022-10-30 00:00,13.29,2.38,32,157953.06,5141.64
2022-10-31 00:00,11.96,2.13,209,176098.04,5453.07
2022-11-01 00:00,12.46,6.38,46,197298.12,6017.13
2022-11-02 00:00,9.46,4,129,216143.09,6562.4
2022-11-03 00:00,9.75,5.04,46,226392.07,6700.25
2022-11-04 00:00,9.04,6.13,38,217957.32,6594.96
2022-11-05 00:00,8.5,3.29,242,212537.22,6466.89
2022-11-06 00:00,9.63,5.25,64,220624.05,6676.75
2022-11-07 00:00,10.21,4.58,157,198688.05,6388.13
2022-11-08 00:00,11.83,4.83,72,206717.07,7047.77
2022-11-09 00:00,10.67,4.54,118,227122.08,7488.83
2022-11-10 00:00,10.58,5.13,9,197657.55,6372.13
2022-11-11 00:00,13.17,7.38,0,187259.11,5990.31
2022-11-12 00:00,12.13,2.83,0,209595.15,6827.01
