﻿Dato,Wind,Temp,Sun,MWh,Flow
2020-04-08,2.88,8.88,575,203986,7293.13
2020-04-09,4.71,6.33,634,210681,6889.97
2020-04-10,3.46,4.17,664,248532,7861.24
2020-04-11,1.88,5.38,47,274125,8810.98
2020-04-12,5.67,9,608,223302,7566.47
2020-04-13,6.67,3.83,600,269137,8706.24
2020-04-14,5.13,4.17,434,301656,8642.88
2020-04-15,6.79,7.33,459,258285,7794.15
2020-04-16,5.17,7.33,591,230531,7530.66
2020-04-17,1.96,6.17,773,233415,7918.82
2020-04-18,2.58,6.38,766,214623,7487.52
2020-04-19,3,6.92,783,210802,7256.48
2020-04-20,3,8.42,795,203325,7146.36
2020-04-21,4.25,9.42,806,183157,6759.96
2020-04-22,3.42,9.88,812,175026,6465.67
2020-04-23,1.96,10.96,799,159538,6041.6
2020-04-24,5.38,7.67,436,173331,6399.15
2020-04-25,3.13,8.04,577,182633,6472.48
2020-04-26,2.75,6.63,2,204559,7046.68
2020-04-27,1.67,6.25,3,254213,8280.59
2020-04-28,2,6.83,359,234694,7746.04
2020-04-29,4.21,6.92,2,237130,7811.89
2020-04-30,3.75,7.63,82,243818,7919.86
2020-05-01,2.33,7.38,81,246695,8055.9
2020-05-02,2.67,7.67,154,221451,7417.65
2020-05-03,4,7.42,361,221283,7542.12
2020-05-04,4.38,6.54,769,225931,7734.36
2020-05-05,2.67,7.21,693,208240,7221.73
2020-05-06,5.63,7.08,428,221217,7502.34
2020-05-07,4.58,8.75,475,204903,6865.18
2020-05-08,3.63,9.38,584,183858,6599.12
2020-05-09,0.88,11.71,531,149589,5746.14
2020-05-10,4.46,7.21,348,168205,6253.23
2020-05-11,4.63,5.54,659,222735,7578.17
2020-05-12,4.63,5.04,371,227439,7755.75
2020-05-13,2.63,5.17,590,227248,7764.59
2020-05-14,4.88,5.92,531,219269,7545.83
2020-05-15,6.33,8.08,271,379179,7417.36
2020-05-16,7.83,8.88,130,206020,7249.64
2020-05-17,6.88,9.63,199,203860,7221.59
2020-05-18,4.17,10.04,0,212655,7370.87
2020-05-19,4.79,10.46,614,190707,6659.77
2020-05-20,2,11.33,734,162601,5972.23
2020-05-21,1.29,13.63,662,127838,5024.87
2020-05-22,4,13.13,220,127661,4955.15
2020-05-23,5.13,11.67,353,139342,5158.07
2020-05-24,6.88,10.13,11,169845,5895.8
2020-05-25,4.38,11.63,477,173696,6073.75
2020-05-26,1.88,11.38,549,150459,5709.43
2020-05-27,4.63,11.42,519,139126,5444.98
2020-05-28,3.29,10.13,905,151259,5732.06
2020-05-29,1.5,10.67,902,142674,5546.55
2020-05-30,2.46,14.5,882,110785,4754.35
2020-05-31,2.63,14.08,795,100396,4543.12
2020-06-01,1.5,15.04,837,97519,4487.85
2020-06-02,1.58,16.33,826,89132,4266.4
2020-06-03,2.08,15.58,551,88387,4277.4
2020-06-04,3.21,12.13,12,107757,4679.92
2020-06-05,3.71,10.63,280,123234,5039.33
2020-06-06,4.54,9.33,280,136002,5287.07
2020-06-07,1.83,10.79,228,141931,5309.11
2020-06-08,2.13,10.17,405,152210,5570.06
2020-06-09,1.25,10.21,189,151726,5690.47
2020-06-10,1.83,13.83,161,136282,5396.29
2020-06-11,4.46,17.08,266,109800,4873.77
2020-06-12,5.04,16.04,6,109800,4650.94
2020-06-13,4.83,16.96,54,97633,4548.09
2020-06-14,5.08,16.88,905,90559,4428.81
2020-06-15,1.79,16.83,936,86442,4341.14
2020-06-16,1.46,17.92,904,78606,4182.86
2020-06-17,1.58,18.38,376,73862,4057.67
2020-06-18,1.79,18.25,482,71970,4085.07
2020-06-19,2.5,15.67,5,77511,4270.47
2020-06-20,4.04,15.79,210,80786,4280.54
2020-06-21,1.96,16.33,722,80663,4317.42
2020-06-22,3.67,15.54,707,80687,4228.51
2020-06-23,1.88,15.88,944,82212,4206.76
2020-06-24,1.38,18.79,859,73278,3858.15
2020-06-25,3.38,20.33,911,65829,3792.7
2020-06-26,3.21,21.46,883,60637,3681.2
2020-06-27,2.5,20.08,494,56160,3165.6
2020-06-28,3.71,16.04,233,62193,3462.92
2020-06-29,4.54,13.83,348,77507,4181.46
2020-06-30,6.04,13.29,81,89630,4485.44
2020-07-01,2.92,14.21,125,95941,4626.28
2020-07-02,3.13,13.58,548,93394,4555.91
2020-07-03,3.5,12.08,127,103466,4953.69
2020-07-04,5.04,14.67,0,103492,4763.84
2020-07-05,6.96,14.67,95,175756.56,4731.15
2020-07-06,7.17,12.08,374,119864,5223.45
2020-07-07,4.71,11.42,251,129210,5662.13
2020-07-08,4.25,11.17,339,132539,5820.54
2020-07-09,1.88,11.96,534,115760,5394.19
2020-07-10,3.38,10.79,282,120872,5631.41
2020-07-11,5.17,12.04,520,117824,5476.34
2020-07-12,4.21,12.83,239,116071,5421.51
2020-07-13,2.96,13.96,357,112611,5389.56
2020-07-14,2.67,13.58,131,105582,5165.82
2020-07-15,2.13,13.08,267,107373,5197.91
2020-07-16,1.79,13.96,434,97862,4952.66
2020-07-17,1.83,14.79,505,92367,4833.19
2020-07-18,2.29,17.33,201,77425,4614.87
2020-07-19,2.33,17,57,74429,4374.65
2020-07-20,3.92,13.5,481,89264,4716.8
2020-07-21,4.17,12.83,553,94727,4863.32
2020-07-22,3.38,12.21,513,95581,4896
2020-07-23,2.5,12.13,53,104649,5060.57
2020-07-24,4.5,14.33,291,98712,4842.76
2020-07-25,2.08,14.83,237,92756,4605.5
2020-07-26,4.17,15.75,157,86719,4515.4
2020-07-27,3.08,15.13,240,94475,4769.41
2020-07-28,5.29,14.67,214,95013,4756.48
2020-07-29,5.88,12.54,75,117758,5843.82
2020-07-30,5.17,13.38,312,120698,4689.57
2020-07-31,1.75,15.63,771,102013,4689.57
2020-08-01,3.75,18.13,551,77800,4116.81
2020-08-02,3.29,15.21,162,79602,4176.22
2020-08-03,2.46,13.46,588,79602,4424.7
2020-08-04,2.42,12.96,653,97110,4579.56
2020-08-05,4,15.88,59,91292,4449.34
2020-08-06,2.25,19.83,428,80321,4182.67
2020-08-07,1.71,21.67,787,69782,3953.27
2020-08-08,1.13,21.83,632,57775,3381.68
2020-08-09,1.38,21.04,664,54254,3428.59
2020-08-10,2.21,21.67,761,58266,3611.06
2020-08-11,2.71,21.79,739,55331,3613.46
2020-08-12,3.58,20.38,786,56082,3573.92
2020-08-13,2.38,20.25,830,57554,3650.36
2020-08-14,1.63,19.08,814,56665,3643.94
2020-08-15,1.25,19.38,720,53067,3777.88
2020-08-16,2.54,21.79,725,50542,3953.73
2020-08-17,3.21,21.92,763,51762,3475.27
2020-08-18,1.38,17.88,268,54572,3555.37
2020-08-19,1.25,17.42,505,59644,3642.32
2020-08-20,2.08,17.83,63,61777,3761.89
2020-08-21,4.63,19.88,251,61720,3714.74
2020-08-22,4.5,17.38,293,61950,3720.09
2020-08-23,3.33,14.54,293,72128,3816.27
2020-08-24,1.96,13.25,250,87507,4085.37
2020-08-25,2.58,12.96,335,96143,4503.35
2020-08-26,3.17,15.42,59,86820,4263.98
2020-08-27,3.29,13.38,275,97323,4662.75
2020-08-28,2.79,13,14,109937,4910.2
2020-08-29,1.04,13.58,96,104025,4629.04
2020-08-30,2.25,13.54,392,101687,4683.21
2020-08-31,1.38,13.08,455,104810,4800.22
2020-09-01,1.67,12.29,649,111414,4959.67
2020-09-02,1.38,13.96,635,104033,4759.85
2020-09-03,3.08,12.75,150,111379,4924.06
2020-09-04,3.71,14.5,227,106949,4840.23
2020-09-05,3.25,11.92,315,113096,5000.81
2020-09-06,2.79,10.58,412,113096,5273.5
2020-09-07,3.04,11.96,414,132704,5539.71
2020-09-08,4.67,15.5,277,109934,4966.42
2020-09-09,5.46,14.92,145,107132,4832.97
2020-09-10,3.29,11.25,411,125438,5355.16
2020-09-11,3.33,12.63,65,132493,5375.5
2020-09-12,4.21,13.5,84,121825,5097.02
2020-09-13,4.79,14.96,2,123246,5173.79
2020-09-14,2.42,16.29,594,108593,4852.14
2020-09-15,1.04,16.67,589,108593,4594.6
2020-09-16,3.58,12.71,318,102502,4777.47
2020-09-17,1.38,9.21,670,136690,5604.47
2020-09-18,0.92,8.75,685,150782,5942.04
2020-09-19,0.38,9.42,280,149897,5843.98
2020-09-20,0.46,9.5,178,154466,5882.35
2020-09-21,0.83,10.71,369,153340,5924.52
2020-09-22,1.29,11.25,536,153340,5740.39
2020-09-23,2.92,13.75,206,122594,5215.68
2020-09-24,5.21,13.46,302,124044,5239.99
2020-09-25,3.25,11.54,1,149420,5750.04
2020-09-26,3.67,12.13,11,152286,5765.19
2020-09-27,5.42,16.17,235,125837,5186.52
2020-09-28,2.96,14.04,25,128934,5278.72
2020-09-29,2.42,12.79,28,148231,5676.25
2020-09-30,2.33,13.13,65,144628,5605.46
2020-10-01,5,13.67,136,147988.78,5701.95
2020-10-02,5.33,13.88,36,143663.56,5566.41
2020-10-03,8.17,14.71,40,138836.41,5381.11
2020-10-04,3.38,12.38,281,132419.69,5281.71
2020-10-05,3.25,10.79,258,162000.96,6033.12
2020-10-06,2.79,10.38,50,177853.97,6348.88
2020-10-07,2.21,11.08,143,173466.55,6130.55
2020-10-08,2.79,9.67,7,198291.88,6601.34
2020-10-09,2.58,8.54,130,220340.77,7256.82
2020-10-10,2.88,7.58,175,214772.64,7145.79
2020-10-11,1.63,6.83,288,217044.69,7299.99
2020-10-12,1.13,6.88,53,248231.42,8122.16
2020-10-13,1.63,8.25,336,221952.73,7473.48
2020-10-14,4.54,7.13,279,239141.89,7952.11
2020-10-15,3,6.75,130,252246.72,8246.13
2020-10-16,1.67,6.29,360,254775,8331.81
2020-10-17,2.83,8,418,235346.86,7858.53
2020-10-18,3.5,6.58,400,222778.27,7533.43
2020-10-19,1.63,5.96,266,270293.21,8651.48
2020-10-20,3.58,8.42,2,264763.03,8312.01
2020-10-21,4.25,12.17,1,300826.33,7343.5
2020-10-22,6.75,12.25,92,207470.93,6830.98
2020-10-23,3.33,10.42,115,220683.64,7017.64
2020-10-24,3.79,10.71,251,204154.01,6570
2020-10-25,4.63,11.29,0,214409.12,6900.87
2020-10-26,3.38,8.96,23,240217.38,7435.88
2020-10-27,4.71,8.29,129,259971.26,8039.61
2020-10-28,4.17,8.75,234,259595.66,8095.25
2020-10-29,2.42,8.17,330,253195.1,7929.63
2020-10-30,2.79,10.5,0,242485.64,7645.98
2020-10-31,2.54,10.71,103,215913.53,6993.87
2020-11-01,4.71,10.92,98,217901.6,6990.54
2020-11-02,8.75,13.29,0,207120.15,6852.9
2020-11-03,5.04,8.79,287,247977.43,8038.74
2020-11-04,4.71,7.5,303,273150.63,8608.39
2020-11-05,5.54,9.58,0,272887,8400.19
2020-11-06,3.25,10.96,229,230110.05,7363.04
2020-11-07,1.29,6.92,74,238392.62,7509.28
2020-11-08,1.5,5.17,425,279266.02,8636.91
2020-11-09,3.38,6.21,2,297575.26,9091.82
2020-11-10,3,5.63,0,312135.46,9436.55
2020-11-11,2.13,4.54,0,326863.09,9883.41
2020-11-12,3.46,7.17,0,304839.65,9308.84
2020-11-13,2.63,7.33,125,295299.37,9037.96
2020-11-14,2.42,7.33,140,280820.22,8666.3
2020-11-15,4.46,10.96,174,234339.04,7474.14
2020-11-16,4.29,8.83,94,264470,8138.8
2020-11-17,5.33,10.25,0,267187,8187.9
2020-11-18,7.08,10.88,0,258800,7980.86
2020-11-19,7.04,5.63,146,307319,9294.06
2020-11-20,2.46,2.75,252,359398,10950.04
2020-11-21,6.79,8.04,0,310704,9415.19
2020-11-22,5.46,7.04,233,301766,9281.08
2020-11-23,4.13,6.33,240,323097,9778.65
2020-11-24,5.17,8.83,0,299100,9091.06
2020-11-25,3.38,6.46,11,311354,9395.62
2020-11-26,2.58,6.04,284,295083,9033.01
2020-11-27,0.25,1.63,200,360479,10803.61
2020-11-28,1.96,0.29,35,389356,11706
2020-11-29,1.04,0.25,0,392735,11829.63
2020-11-30,3.21,0.92,0,413281,12311.54
2020-12-01,1.58,3.29,8,386094,11543.82
2020-12-02,1.58,2.92,1,373560,11132.33
2020-12-03,4.83,1.17,2,403007,11976.97
2020-12-04,5.25,1.71,0,412276,12287.67
2020-12-05,3.71,3.04,1,378409,11385.63
2020-12-06,3,3.75,0,371344,11230.76
2020-12-07,5.13,5.5,0,354912,10687
2020-12-08,2.08,4.13,60,363878,10880.48
2020-12-09,2.38,3.38,0,372783,11201.95
2020-12-10,2.54,2.54,0,381217,11437.29
2020-12-11,5.08,1.46,0,408042,12195.01
2020-12-12,4.38,2.5,0,389502,11646.73
2020-12-13,3.67,2.63,6,385925,11626.15
2020-12-14,4.63,5.63,0,380704,11535.46
2020-12-15,2.46,7,0,334147,10388.13
2020-12-16,2.67,5.96,27,341498,10363.48
2020-12-17,3.96,6.71,2,336846,10281.87
2020-12-18,4.5,6.5,8,338686,10502.16
2020-12-19,3.54,5,301,327336,10289.74
2020-12-20,3.71,7.38,4,310498,9868.93
2020-12-21,4.08,5.75,89,331848,10434.65
2020-12-22,4.5,6.21,10,329009,10213.27
2020-12-23,0.83,2.38,3,366179,10961.6
2020-12-24,2.88,0.71,112,405706,11955.27
2020-12-25,1.25,-1.38,336,433432,13113.28
2020-12-26,4.83,3.08,0,409927,12215.17
2020-12-27,8.38,2.96,0,401230,11760.42
2020-12-28,2.92,2.13,0,401836,11727.59
2020-12-29,1.58,1.33,0,398249,11649.98
2020-12-30,1.5,2.71,0,388156,11430.5
2020-12-31,1.5,1.42,15,393859,11980.38
2021-01-01,0.67,0.21,34,403789,11811.96
2021-01-02,1,-0.92,14,432945,12705.21
2021-01-03,3.92,0.54,10,440531,12962.49
2021-01-04,4.5,0,0,468659,13832.28
2021-01-05,3.88,0.33,1,460847,13704.74
2021-01-06,3.79,0,0,465996,13704.74
2021-01-07,2.75,0,0,452695,13735.03
2021-01-08,2.75,0,52,453398,13663.93
2021-01-09,1.33,0.17,20,440507,13275.25
2021-01-10,2.67,1.04,4,428448,12901.95
2021-01-11,6.29,4.42,2,409233,12337.46
2021-01-12,3.71,0.71,124,421470,12954.31
2021-01-13,6.21,0.58,105,445509,13496.36
2021-01-14,3.5,-0.63,0,483337,14562.21
2021-01-15,1.5,-1.83,0,489410,14481.36
2021-01-16,1.58,-1.96,55,474999,14038.26
2021-01-17,2.17,-0.54,67,465753,13809.78
2021-01-18,2.5,1,5,456393,13512.49
2021-01-19,2.17,2.88,14,418965,12347.28
2021-01-20,7,5.88,0,388975,11447.72
2021-01-21,8.75,5.46,74,385985,11394.63
2021-01-22,6.63,4,125,398674,11815.22
2021-01-23,2.79,1.71,20,407771,12053.47
2021-01-24,0.79,0.63,111,399478,11888.76
2021-01-25,0.83,-0.92,171,449366,13342.12
2021-01-26,1.25,-0.67,377,448094,13422.31
2021-01-27,2.46,0.83,1,437059,12947.89
2021-01-28,1.04,-2.08,226,461018,13510.09
2021-01-29,3.46,-1.58,18,480490,13920.59
2021-01-30,1.88,-2.21,333,456235,13107.48
2021-01-31,1.79,-1.04,274,434767,12483.27
2021-02-01,1.46,-2.92,300,461461,13272.61
2021-02-02,1,-3.67,41,506511,14115.11
2021-02-03,6.25,-1.17,1,503240,13767.01
2021-02-04,4.88,-3.13,208,519814,14270.98
2021-02-05,6.54,-3.04,132,545264,14866.22
2021-02-06,6.54,-4.04,403,535458,14783.49
2021-02-07,8.17,-3,39,557120,15306.01
2021-02-08,7.38,-2.88,95,563316,15494.21
2021-02-09,4.96,-4.04,49,564630,15488.76
2021-02-10,2.92,-6.04,375,552160,15003.56
2021-02-11,3.25,-7.17,399,573142,15482.96
2021-02-12,1.29,-9,483,580225,15868.94
2021-02-13,0.08,-8.67,471,554439,15014.3
2021-02-14,2.25,-5.67,476,545352,14741.57
2021-02-15,3.96,-0.96,15,525414,13999.95
2021-02-16,2.96,0.08,0,486559,12999.39
2021-02-17,1.83,2.13,0,430615,11724.41
2021-02-18,3.71,4.04,84,392242,10668.3
2021-02-19,3.54,3.58,314,378991,10401.04
2021-02-20,3.17,6.38,108,344130,9612.86
2021-02-21,1.88,6.46,300,319484,9110.42
2021-02-22,2.92,6.5,366,341231,9464.79
2021-02-23,2.71,6.67,0,341492,9390.93
2021-02-24,6.38,10.08,73,315055,8794.77
2021-02-25,4.83,6.96,164,314914,9043.49
2021-02-26,5.21,4.58,276,342237,9766.6
2021-02-27,3.83,5.46,390,300469,8859.17
2021-02-28,3.83,3.71,140,333564,9872.87
2021-03-01,3.13,3.75,381,342240,9822.01
2021-03-02,1,1,242,365961,10375.86
2021-03-03,2.04,1.29,167,364675,10400.33
2021-03-04,3.42,1.5,399,347774,9970.68
2021-03-05,1.17,-0.5,572,389595,11089.6
2021-03-06,6,2.33,194,382721,10670.32
2021-03-07,4.83,2.04,276,374000,10517.75
2021-03-08,1.33,-0.79,557,410097,11535.62
2021-03-09,1.75,0.08,594,391251,11071.91
2021-03-10,4.83,0.88,45,420172,11702.13
2021-03-11,8.17,4.71,0,387484,10874.93
2021-03-12,6.13,3.75,18,385029,10811.89
2021-03-13,3.42,2.54,14,374806,10530.41
2021-03-14,5.29,3.58,193,366368,10430.79
2021-03-15,5.08,3.33,133,384056,10983.09
2021-03-16,2.83,2.33,421,362615,10472.95
2021-03-17,1.67,2.17,309,366380,10608.1
2021-03-18,1.75,1.92,428,360578,10574.33
2021-03-19,2.46,0.29,388,383529,11082.29
2021-03-20,5.67,2.83,10,391603,11046.78
2021-03-21,5.67,4,504,344781,10079.84
2021-03-22,4.33,4.04,41,366605,10516.59
2021-03-23,4.13,4.58,1,361526,10546.57
2021-03-24,4.38,6,43,340916,10251.06
2021-03-25,3.33,5.04,209,335049,10298.33
2021-03-26,3.79,6.96,20,325842,9937.71
2021-03-27,4.46,4.83,223,303969,9323.96
2021-03-28,6,5.63,3,327994,9706.25
2021-03-29,6.63,7.88,5,327752,9817.36
2021-03-30,4.25,8.58,641,265781,8404.78
2021-03-31,2.42,8.88,600,236748,7849.66
2021-04-01,4.04,6.17,389,240879,7932.14
2021-04-02,4.67,5.13,505,271604,8507.11
2021-04-03,1.54,4.04,688,276719,8799.62
2021-04-04,6.83,4.96,4,294698,9180.62
2021-04-05,8.21,1.58,332,354813,10094.04
2021-04-06,7.13,2.17,360,369760,10488.52
2021-04-07,6.5,3.13,263,355051,10132.46
2021-04-08,6.54,3.21,105,384497,10855.15
2021-04-09,7.54,4.17,344,329503,9573.72
2021-04-10,3.21,3,547,322122,9504.24
2021-04-11,4.33,1.13,9,355889,10316.89
2021-04-12,4.96,2.58,410,358312,10278.29
2021-04-13,5.5,3.67,395,338497,9661.19
2021-04-14,2.17,3.33,435,326192,9295.95
2021-04-15,2.21,4,523,325813,9379.82
2021-04-16,2.54,5.29,588,293691,8732.28
2021-04-17,3,7.08,461,264294,7984.51
2021-04-18,2.46,9.25,613,219105,6934
2021-04-19,2.58,10.21,792,200710,6476.93
2021-04-20,2.13,9.21,787,187487,6220.04
2021-04-21,7.79,6.08,386,218393,6913.09
2021-04-22,7.21,5.83,548,262820,7908.27
2021-04-23,4.88,5.63,588,253049,7742.06
2021-04-24,3.54,4.54,743,241851,7498.31
2021-04-25,2.42,3.63,641,252897,7784.57
2021-04-26,1.04,3.63,525,265016,7986.29
2021-04-27,1.79,4.58,700,258305,7833.39
2021-04-28,3.42,6.29,446,246765,7542.55
2021-04-29,4.67,7.04,106,264003,7870.69
2021-04-30,2.17,5.92,21,272534,8017.29
2021-05-01,2.79,7.42,194,234439,7097.75
2021-05-02,2.63,6.63,60,245910,7381.66
2021-05-03,4.08,6.21,427,262166,7784.7
2021-05-04,4.96,6.08,10,268769,8034.9
2021-05-05,4,5.83,51,269197,8249.62
2021-05-06,3.79,4.5,114,282510,8810.85
2021-05-07,3.33,4.71,277,277055,8708.49
2021-05-08,4.13,7.21,469,248736,7967.74
2021-05-09,4.63,13.75,426,188313,6565.57
2021-05-10,3.42,13.63,287,156469,5889.78
2021-05-11,2.54,11.04,44,179293,6378.7
2021-05-12,3.29,10.13,7,196992,6550.52
2021-05-13,2.63,9.42,6,208839,6511.14
2021-05-14,2.83,8.96,20,215793,6609.35
2021-05-15,2.75,7.13,24,235025,7463.09
2021-05-16,2,9.08,99,225381,6880.02
2021-05-17,2.33,9.42,214,215589,6880.02
2021-05-18,2.42,8.71,154,212924,7263.58
2021-05-19,3.13,8.13,363,216725,7263.58
2021-05-20,4.46,8.71,386,207773,6622.54
2021-05-21,4.33,9.25,99,199891,6480.85
2021-05-22,4.88,9.04,6,214197,6614.85
2021-05-23,6.13,8.42,262,223908,6904.87
2021-05-24,2.88,9.92,9,220680,6815.6
2021-05-25,1.88,9.75,24,214477,6688.18
2021-05-26,2.96,9.08,2,221114,6848.66
2021-05-27,3.63,9.96,231,209015,6583.09
2021-05-28,3.42,9.21,187,202385,6449.28
2021-05-29,2.71,11.54,627,179773,5948.2
2021-05-30,1.42,12.58,830,143985,5181.61
2021-05-31,2.46,12.63,819,135094,5005.14
2021-06-01,1.79,12.79,488,127549,4836.22
2021-06-02,4.04,13.33,419,124363,4692.33
2021-06-03,5.5,16.5,320,112395.01,4383.34
2021-06-04,3.29,16.5,718,99639,4070.46
2021-06-05,3.13,17.46,471,87433,3840.64
2021-06-06,1.33,14.83,42,107778,4330.74
2021-06-07,2.08,14.54,468,107778,4581.8
2021-06-08,2.75,14.46,762,102829,4554.22
2021-06-09,2.17,14.79,751,95140,4312.79
2021-06-10,2.13,16.29,783,88273,4126.51
2021-06-11,3.38,16.21,126,84914,4306.96
2021-06-12,5.96,13.33,340,96066.05,4393.94
2021-06-13,5.63,14,665,104397.02,4675.99
2021-06-14,4.38,14.46,301,96674,4321.27
2021-06-15,2.71,12.63,716,107975.01,4429.75
2021-06-16,1.92,14.67,908,100137,4221.74
2021-06-17,3.79,21.67,737,77294,3651.95
2021-06-18,2.63,18.42,356,70578,3559.04
2021-06-19,3.33,17.38,364,69352,3509.89
2021-06-20,4.17,14.08,48,85100.02,3886.56
2021-06-21,3.13,12.21,6,106231.03,4365.23
2021-06-22,3.92,13.25,139,106231.03,4694.32
2021-06-23,2.71,13.33,223,117730.15,4560.5
2021-06-24,2.04,13.29,612,117730.15,4455.43
2021-06-25,1.83,13.79,363,101096.02,4270.61
2021-06-26,2,15.88,305,83747.82,3956.93
2021-06-27,3.04,14.21,346,90280.02,4014.18
2021-06-28,1.71,15.54,943,93043.03,4091.83
2021-06-29,2.38,14.83,203,89065.04,4091.6
2021-06-30,2.17,15.67,76,87831.12,4065.98
2021-07-01,2.88,16.96,409,91152.05,3988.27
2021-07-02,2.71,15.08,243,84970.01,4067.49
2021-07-03,2.13,15.75,5,86559.03,4120.8
2021-07-04,1.17,17.67,505,86559.03,3878.39
2021-07-05,2.46,15.79,247,78723.01,3878.39
2021-07-06,3.5,16.46,167,85679.03,4164.38
2021-07-07,3.67,16.75,547,83186.01,4062.59
2021-07-08,1.54,17.33,651,78243,3935.61
