﻿Dato,Wind,Temp,Sun,MWh,Flow
2021-07-09,1.92,16.75,258,73898,3483.25
2021-07-10,3.92,15.13,158,79011,3786.73
2021-07-11,1.17,16.42,535,78300,3923.1
2021-07-12,4.17,20.04,506,70631,3771.83
2021-07-13,2.88,20.92,457,62601,3576.06
2021-07-14,1.83,22.54,707,58471,3463.21
2021-07-15,3.42,19.92,760,56748,3423.95
2021-07-16,2.79,20.71,890,57646,3611.87
2021-07-17,4.83,18.42,924,55990,3506.36
2021-07-18,5.71,15.63,312,63675.01,3694.28
2021-07-19,4.29,15.21,604,71474.01,3911.42
2021-07-20,4.88,15.25,124,74675.01,3989.87
2021-07-21,3.33,14.75,193,78912.01,4062.87
2021-07-22,3.08,15.38,259,78124.01,4001.36
2021-07-23,1.5,15.96,252,78124.01,3962.65
2021-07-24,2.88,18.46,600,70642.01,3833.95
2021-07-25,5.29,20,212,61915.01,3592.21
2021-07-26,1.92,19.42,87,61454.01,3519.61
2021-07-27,2.08,17.83,298,63407.01,3558.26
2021-07-28,3.54,16.67,139,69566,3695.55
2021-07-29,5.21,14.33,221,79548.01,3966.84
2021-07-30,5.33,16.29,219,80288.01,3976.45
2021-07-31,3.08,15.04,98,79775,3938.29
2021-08-01,4.33,14.58,328,85731.01,4127.56
2021-08-02,4.04,14.88,299,89536.02,4190.24
2021-08-03,2.54,13.67,129,92602.01,4292.41
2021-08-04,0.92,13.75,273,94513.01,4318.4
2021-08-05,2.71,14.83,199,95537.02,4338.4
2021-08-06,5.42,17,303,84509.01,4138.92
2021-08-07,2.96,16.08,381,76513.02,3991.62
2021-08-08,3.33,15.04,204,80810.01,4077.47
2021-08-09,3.58,15.67,296,85586.01,4188.72
2021-08-10,1.88,14.42,235,86376.01,4115.64
2021-08-11,2.25,15,491,87869,4013.36
2021-08-12,2.46,17.46,436,78262.03,4013.36
2021-08-13,4,16.42,254,76991.01,3499.83
2021-08-14,5,15.92,238,79348.04,3787.6
2021-08-15,3.33,14.71,289,83089.04,4154.26
2021-08-16,2.88,12.33,133,100708.01,4581.73
2021-08-17,6.17,14.96,309,103288.02,4637.48
2021-08-18,5.92,13.71,34,110871.01,4795.58
2021-08-19,4.83,13.92,258,114764.03,4893
2021-08-20,2.54,13.29,243,112839.02,4863.48
2021-08-21,1.21,12.83,473,108121.02,4690.16
2021-08-22,2.5,13.96,390,99033.29,4562.63
2021-08-23,1.54,14.75,698,100186.02,4593.62
2021-08-24,1.75,14.29,691,94266.03,4422.97
2021-08-25,5.17,14.25,137,98649.03,4398.73
2021-08-26,4.63,13.79,180,112953.01,4773.49
2021-08-27,5.13,14.54,55,116297.02,4750.05
2021-08-28,4,14.5,54,109378.11,4293.27
2021-08-29,3.42,15.71,186,102885.27,4390.06
2021-08-30,2.5,15.38,650,97571.02,4210.35
2021-08-31,1.5,14.63,648,96569.03,4509.03
2021-09-01,2.54,14.38,556,95930.03,4497.09
2021-09-02,2.21,14.88,358,93112.01,4423.71
2021-09-03,4.63,14.25,575,94311.02,4403.09
2021-09-04,2.67,13.54,690,91846,4344.68
2021-09-05,2.33,12.83,640,97697,4550.93
2021-09-06,1.04,12.54,128,107574,4788.9
2021-09-07,1.42,14.63,113,107222,4754.76
2021-09-08,1.58,17.25,618,88431,4277.3
2021-09-09,2.04,17.54,693,79780,4101.73
2021-09-10,1.71,16.71,43,79309,4052.82
2021-09-11,2.75,17.42,71,75282,3944.55
2021-09-12,4.58,15.83,231,81112,4136.24
2021-09-13,3.04,14.38,106,102091,4552.04
2021-09-14,1.13,14.33,173,100245,4526.37
2021-09-15,3.5,14.08,0,100245,4820.29
2021-09-16,2.88,14.42,40,108934,4659.26
2021-09-17,3.63,11.83,3,139258,5373.18
2021-09-18,2.46,13.42,0,139258,5373.18
2021-09-19,2.83,11.17,56,143008,5403.89
2021-09-20,1.08,10.29,70,170974,6160.2
2021-09-21,3,11.83,121,166973,6004.38
2021-09-22,3.83,13.79,465,145030,5493.4
2021-09-23,8.17,13.46,98,138725,5158.93
2021-09-24,5.17,13.33,27,159805,5671.83
2021-09-25,2.46,13.04,405,130322,5085.51
2021-09-26,2.5,14,135,136197,5209.66
2021-09-27,3,15.21,15,129923,4883.57
2021-09-28,1.88,12.08,436,129923,5226.7
2021-09-29,3.17,12.13,90,146124,5606.97
2021-09-30,4.13,10.42,91,174130,6230.62
2021-10-01,6,11.75,2,188887,6657.2
2021-10-02,3.08,12.46,63,156701,5750.81
2021-10-03,4.04,12.92,0,156701,5750.81
2021-10-04,3.92,11.88,113,185040,6697.24
2021-10-05,3.08,10.92,173,188998,7188.34
2021-10-06,1.96,10.92,267,177265,6470.73
2021-10-07,1.33,9.08,493,204221.39,6673.21
2021-10-08,1.71,9,397,194149,6836.99
2021-10-09,1.83,9.42,247,182984,6344.62
2021-10-10,2.21,8.38,215,211066,6956.79
2021-10-11,4.17,8.75,292,207308,6776.4
2021-10-12,1.79,5.79,459,236574,7517.38
2021-10-13,2.33,6.92,209,259434,8110.99
2021-10-14,4.88,11,80,220721,7044.18
2021-10-15,5.96,9.33,373,218664,7122.26
2021-10-16,3.46,7.92,156,229789,7301.09
2021-10-17,1.46,8.21,39,231181,7339.96
2021-10-18,2.13,10,0,225229,7163.3
2021-10-19,4,12.04,0,306462,7056.02
2021-10-20,4.92,13.04,9,182803,6144.45
2021-10-21,5.29,7.5,143,182803,7251.75
2021-10-22,6,6.54,205,280055,8352.06
2021-10-23,3.21,7.04,255,409622,8337.51
2021-10-24,3.46,8.38,249,252179,7734.65
2021-10-25,3.21,8.13,33,252179,8245.42
2021-10-26,2.75,9.83,205,239121,7452.34
2021-10-27,6.92,13.25,0,215224,6903.57
2021-10-28,4.38,11.67,292,205691,6713.27
2021-10-29,3.63,10.08,363,221767,7013.26
2021-10-30,3.38,10.46,64,215959,6859.83
2021-10-31,3.83,10.13,111,234272,7336.02
2021-11-01,5.25,9.75,90,235730,7315.7
2021-11-02,2,6.75,217,261469,7925.95
2021-11-03,1.04,4.29,242,288578,8603.69
2021-11-04,1.83,4,12,326772,9644.29
2021-11-05,4.13,7.08,198,303417,9033.37
2021-11-06,5,9.54,2,267563,8144.01
2021-11-07,3.92,7.54,80,267563,8144.01
2021-11-08,1.71,6.38,46,292962,8853.57
2021-11-09,5.04,8.83,0,288498,8555.35
2021-11-10,2.88,9.71,6,254172,7889.69
2021-11-11,2.5,8.25,61,266161,8145.57
2021-11-12,3.04,7.13,0,285124,8544.32
2021-11-13,2.88,6.58,0,288899,8666.76
2021-11-14,2.92,7.29,0,289053,8706.33
2021-11-15,1.54,6.33,0,307096,9131.9
2021-11-16,1.71,4.38,0,324988,9662.09
2021-11-17,3.46,5.63,96,322650,9541.27
2021-11-18,5.58,9.38,0,300315,8982.26
2021-11-19,6.63,10.75,93,259299,7965.24
2021-11-20,6.08,9.54,1,256456,7791.39
2021-11-21,3,3.79,177,304672,9050.03
2021-11-22,2.21,3.17,296,366044,10833.58
2021-11-23,4.29,6.33,245,318369,9440.34
2021-11-24,3.46,6.67,51,317625,9418.68
2021-11-25,3.71,4.92,196,314168,9339.77
2021-11-26,3.46,2,83,363192,10603.63
2021-11-27,3.83,2.08,109,354097,10429.91
2021-11-28,1.54,1.25,2,367717,10800.26
2021-11-29,2.79,0.13,312,339691,9866.07
2021-11-30,5.67,2.13,200,334880,9656.22
2021-12-01,6.5,1.83,0,342361,9831.06
2021-12-02,4.04,0.04,275,435650,13120.08
2021-12-03,3.21,1.75,0,428514,12653.08
2021-12-04,3.08,1.58,5,405659,11813.7
2021-12-05,6.92,0.96,0,423862,12298.69
2021-12-06,4.25,-0.08,41,472608,13555.56
2021-12-07,5.46,0.92,5,459495,12960.52
2021-12-08,5.96,1.42,0,451995,12809.75
2021-12-09,3.71,0.88,2,440297,12475.47
2021-12-10,2.13,1.38,0,430567,12185.13
2021-12-11,1.46,0.42,131,419931,12040.8
2021-12-12,2.92,4.21,0,402113,11524.26
2021-12-13,3,7.42,0,355428,10318.54
2021-12-14,2.83,5.08,145,360607,10455.2
2021-12-15,5.13,7.75,40,343673,10265.34
2021-12-16,3.33,5.46,344,344044,10094.5
2021-12-17,3.96,6.21,2,349916,10146.48
2021-12-18,6.08,6.58,217,321847.45,9681.76
2021-12-19,5.13,4.29,262,337634.05,10084.59
2021-12-20,0.96,-1.38,338,437803.24,12749.35
2021-12-21,0.96,-1.63,98,478752.05,13982.19
2021-12-22,1.42,1.08,131,447447.04,13551.17
2021-12-23,1.71,-0.88,0,455340.05,13580.04
2021-12-24,2.42,-4.5,134,476379.06,14521.16
2021-12-25,0.38,-7.79,331,536907.15,16513.62
2021-12-26,0.88,-7.13,331,539309.16,16213.82
2021-12-27,4.92,-2.58,150,556147.1,16547.38
2021-12-28,3.96,0,0,487203.04,14466.85
2021-12-29,1.75,0.79,0,455453.04,13442.15
2021-12-30,4.67,7,4,390227.02,11834.59
2021-12-31,3.96,7.88,0,341224.09,10644.06
2022-01-01,3.96,8.17,0,316680.13,10011.19
2022-01-02,3.88,7.58,0,316680.13,9803.98
2022-01-03,6.29,6.63,4,474479.03,10410.29
2022-01-04,3.08,2.5,134,474479.03,10410.29
2022-01-05,3.92,1.54,83,410264.06,12286.98
2022-01-06,1.75,-0.71,333,457391.05,13820.62
2022-01-07,4.29,1.79,61,437492.68,13037.58
2022-01-08,3.71,1.67,146,415165.44,12453.57
2022-01-09,3.17,0.33,0,432521.31,12975.99
2022-01-10,2.46,1.17,26,451803.54,13803.85
2022-01-11,2.92,2.04,22,443343.15,13555.41
2022-01-12,3.58,3.83,31,421270.1,12910.78
2022-01-13,6.75,6.33,8,376836.12,11592.18
2022-01-14,6.13,4.5,288,369313.04,11553.68
2022-01-15,2.17,1.92,116,403369.08,12415.97
2022-01-16,6.13,4.46,5,382247.1,11813.48
2022-01-17,7.33,4.04,355,401057.03,12296.82
2022-01-18,4.54,4.71,113,388304.06,11875.42
2022-01-19,7.71,4.13,0,398847.05,12080.56
2022-01-20,6.96,-0.04,295,459346.06,13989.25
2022-01-21,3.67,2.17,130,451785.03,13732.3
2022-01-22,3.75,5.46,26,451785.03,13732.3
2022-01-23,3.54,5.58,2,358743.04,11097.91
2022-01-24,4.38,4.38,0,387458.04,11821.81
2022-01-25,4.25,5.38,35,370837.07,11344.94
2022-01-26,6.88,4.96,35,380931.07,11542.73
2022-01-27,11.08,5.58,94,380583.07,11436.56
2022-01-28,5.38,3.54,306,403143.05,12180.69
2022-01-29,12.08,6.46,19,363654.06,10977.64
2022-01-30,9.92,4.04,310,395307.08,12179.92
2022-01-31,2.13,1.54,44,407521.09,12386.39
2022-02-01,7.08,4.08,32,402474.16,12014.03
2022-02-02,6.83,3.88,311,398284.05,11939.24
2022-02-03,3.96,5.46,0,371627.53,11286.38
2022-02-04,4.83,3.79,1,374661.32,11404.18
2022-02-05,6.92,3.63,139,388445.38,11921.42
2022-02-06,4.92,3,83,371383.33,11749.36
2022-02-07,6.79,3.04,319,407052.04,12269.55
2022-02-08,6.38,5.96,288,359080.1,10939.98
2022-02-09,5.92,5.46,135,354969.01,10827.5
2022-02-10,4.21,2.96,189,403557.24,12295.08
2022-02-11,3.04,0.63,344,428084.14,12641.62
2022-02-12,5.75,1.83,115,411399.14,12382.61
2022-02-13,5.92,3.04,0,384761.06,11224.76
2022-02-14,7.42,6.67,2,379762.08,11176.95
2022-02-15,6.42,4.5,127,377834.48,11083.57
2022-02-16,6.75,5.17,1,381872.53,11265.09
2022-02-17,8.79,4.38,101,409266.1,11998.31
2022-02-18,5.13,2.83,7,397226.79,11704.93
2022-02-19,7.21,3.13,167,408854.07,12360.17
2022-02-20,5.38,3.33,0,380982.05,11368.64
2022-02-21,8.38,4.33,237,407468.05,12316.72
2022-02-22,5.33,3.42,49,391701.13,11580.96
2022-02-23,7.38,5.25,151,394861.57,11506.84
2022-02-24,5.21,3.08,11,402396.09,11747.65
2022-02-25,5.13,3,240,378941.8,11355.51
2022-02-26,1.21,1.96,493,372176.03,11556.9
2022-02-27,2.96,1.71,545,376487.04,11187.61
2022-02-28,3.58,2.46,550,415408.13,12174.21
2022-03-01,1.58,1.17,14,383051.22,11440.52
2022-03-02,0.96,1.79,378,327529.6,10914.77
2022-03-03,1.63,1.29,457,364753.09,11145.4
2022-03-04,1.79,0.71,468,377791.82,11396.46
2022-03-05,1.38,-0.17,377,367109.04,11504.82
2022-03-06,1.38,1.13,562,377131.46,11341.79
2022-03-07,0.88,0.5,589,343768.49,10182.11
2022-03-08,1.25,2.33,465,342125.03,10057.14
2022-03-09,3.13,2.46,553,341513.69,9984.45
2022-03-10,4.79,3.29,542,343980.41,10272.5
2022-03-11,6.88,3.21,613,330005.12,10192
2022-03-12,5,3.38,554,315083.78,9882.71
2022-03-13,4.79,4.21,591,320790.64,9690.38
2022-03-14,3.04,5.33,471,296561.7,9550.22
2022-03-15,1.63,4.67,333,341636.45,10177.32
2022-03-16,3.21,2.38,200,369865.09,10545.37
2022-03-17,5.63,4.29,61,324057.06,9499.03
2022-03-18,2.75,5.13,596,309256.45,9223.89
2022-03-19,2.46,3.75,629,309311.67,9184.73
2022-03-20,5.75,3.63,557,313455.06,9183.43
2022-03-21,3.42,4.83,475,292760.48,8780.39
2022-03-22,1.08,5.96,540,262924.13,8056.38
2022-03-23,2.13,6.63,635,262715.11,7987.87
2022-03-24,0.96,6.25,674,249805.12,7750.57
2022-03-25,3,6.83,575,221330.44,7051.5
2022-03-26,3.88,7.88,553,247393.62,7539.24
2022-03-27,4.08,4.75,510,300093.12,8819.62
2022-03-28,5.25,5.04,82,315762.86,9445.43
2022-03-29,4.04,2.96,422,352602.92,10332.1
2022-03-30,3.88,0.58,287,362520.73,10669.95
2022-03-31,4,1.13,589,364500.13,10798.46
2022-04-01,3.42,1.13,435,350521.43,10353.99
2022-04-02,2.83,0.79,486,336917.72,9940.13
2022-04-03,5.04,2.75,297,353575.09,10201.09
2022-04-04,9.42,4.5,76,349759.62,10179.4
2022-04-05,4.92,2.75,307,345360.18,9874.03
2022-04-06,5.21,4.88,23,320245.74,9149.39
2022-04-07,5.58,4.96,134,339770.11,9737.33
2022-04-08,7.38,3.17,395,324672.5,9386.22
2022-04-09,8.04,3.79,384,333093.15,9724.87
2022-04-10,6.58,3.17,368,331466.12,9696.22
2022-04-11,3,3.46,543,316807.6,9626.36
2022-04-12,4.96,5.58,384,253296.16,8211.88
2022-04-13,4.08,9.71,251,263160.75,8164.49
2022-04-14,3.83,6.79,1,300776.16,8818.98
2022-04-15,3.5,6.08,0,259176.5,7916.29
2022-04-16,1.25,6.5,628,231259.34,7346.21
2022-04-17,1.21,7.13,770,211443.08,6714.57
2022-04-18,2.29,8.54,787,197003.08,6353.16
2022-04-19,1.67,8.71,747,176904.15,6146.76
2022-04-20,2.08,9.17,771,174616.49,5928.8
2022-04-21,3.58,9.67,788,167518.11,5866.89
2022-04-22,4.5,10.29,778,163974.49,5677.42
2022-04-23,4.42,9.17,795,174630.2,6087.36
2022-04-24,5,8.33,473,201959.51,6517.66
2022-04-25,2.38,6.88,632,211554.58,6714.85
2022-04-26,2.33,6.25,462,214491.2,6925.12
2022-04-27,2.17,7.42,584,194644.47,6421.56
2022-04-28,3.92,7.54,828,206117.15,6568.95
2022-04-29,3.83,7.42,345,193331.52,6385.29
2022-04-30,2.54,7.92,520,190974.26,6508.22
2022-05-01,2.08,6.42,479,190886.56,6371.49
2022-05-02,3.71,7.63,568,174658.87,5980.54
2022-05-03,2.92,9.67,686,171173.59,5945.52
2022-05-04,2.08,7.54,659,210973.12,6723.6
2022-05-05,2.54,6.63,206,198160.13,6338.83
2022-05-06,3.08,10.13,97,171468.45,5794.89
2022-05-07,4.79,9.33,562,171802.19,5993.11
2022-05-08,2.54,9.88,845,143705.34,5201.17
2022-05-09,3.25,12.04,774,144482.55,5231.46
2022-05-10,3.92,11.63,8,176782.31,6062.53
2022-05-11,4.29,10.29,0,168557.1,5846.4
2022-05-12,5.67,10.46,527,164234.15,5693.67
2022-05-13,5.46,10.71,92,155871.45,5814.76
2022-05-14,5.63,10.5,581,146239.9,5801.36
2022-05-15,1.83,10.83,528,136309.33,5199.6
2022-05-16,3.83,12.54,260,124661.33,4960.75
2022-05-17,4.08,14.29,549,107698.73,4881.67
2022-05-18,3.42,15.54,531,91938.02,4829.72
2022-05-19,1.58,14.38,156,113968.13,4810.39
2022-05-20,2.46,12.33,227,123808.22,5115.68
2022-05-21,5,11.25,234,118868.79,5075.31
2022-05-22,2.38,12.38,604,104586.11,4668.74
2022-05-23,5.29,14.46,731,112162.07,4985.23
2022-05-24,5,12.42,75,124948.46,5381.85
2022-05-25,5.08,12.04,371,120964.04,5332.18
2022-05-26,6.83,11.75,442,141665.06,5824.16
2022-05-27,6.88,9.21,436,147873.05,5918.75
2022-05-28,5.83,10.5,403,133214.09,5658.26
2022-05-29,3.42,10.29,611,153495.17,5992.63
2022-05-30,1.38,9.5,60,162127.18,6219.18
2022-05-31,1.54,9.75,146,149332.43,5828.7
2022-06-01,2.46,10.13,565,163148.26,6098.84
2022-06-02,4.88,9.83,0,162293.06,6120.52
2022-06-03,4.04,10.88,226,135327.15,5571.76
2022-06-04,1.96,11.83,452,119244.14,5242.99
2022-06-05,1.5,13.46,561,107928.16,4999.17
2022-06-06,3.96,14.08,245,137990.13,4999.17
2022-06-07,4.29,11.13,6,146267.29,5226.01
2022-06-08,2.46,12.42,45,125595.05,4930.84
2022-06-09,3.08,14.08,83,112298.06,4993.33
2022-06-10,3.63,14.54,276,100190.08,4723.26
2022-06-11,3.83,14.54,604,99690.04,4840.7
2022-06-12,4.38,13.42,306,115773.12,5184.89
2022-06-13,5,12.04,440,114922.1,5066.58
2022-06-14,4.29,13.17,192,114922.1,4902.37
2022-06-15,2.71,12.67,414,105173.03,4507.18
2022-06-16,3.83,14.08,817,98225.03,4387.31
2022-06-17,3,15.75,194,86347.05,4124.14
2022-06-18,3.58,15.79,469,96073.5,4438.42
2022-06-19,2.38,11.88,278,106376.04,4521.81
2022-06-20,1.83,11.92,334,103196.22,4455.52
2022-06-21,4.17,13.46,474,100291.19,4330.45
2022-06-22,3.29,13.29,45,95297.14,4230
2022-06-23,1.54,16.5,655,75879.01,3740.54
2022-06-24,3.96,19.58,741,68033.04,3534.27
2022-06-25,1.17,18.79,528,65198.01,3486.45
2022-06-26,3.04,19.21,469,82992.03,3983.43
2022-06-27,2.29,13.21,0,88966.18,4016.9
2022-06-28,1.92,14.96,602,76979.17,3773.82
2022-06-29,2.63,17.08,799,66589.69,3490.42
2022-06-30,2.83,18.88,882,68635.01,3547.6
2022-07-01,3.25,15.71,64,72872.41,3570.46
2022-07-02,3.92,15.79,674,66276.53,3506.71
2022-07-03,2.79,17.38,488,72020.11,3567.61
2022-07-04,3.96,14.21,376,85412.11,3892.35
2022-07-05,3.79,13.42,324,88123.1,4050.99
2022-07-06,4.33,13.67,405,82672.05,3759.03
2022-07-07,5.29,15.08,472,86616.01,3974.46
2022-07-08,5.83,14.13,280,83550.73,3909.83
2022-07-09,6.21,13.58,280,87223.69,4008.51
2022-07-10,4.88,13.25,554,82275.11,3785.76
2022-07-11,2.33,14.88,819,70293.11,3420.96
2022-07-12,3.25,16.96,243,68403.14,3374.11
2022-07-13,4.71,16.25,591,79822.24,3654.09
2022-07-14,5.46,13.13,355,92632.01,4037.69
2022-07-15,5,13,314,89180.15,4026.95
2022-07-16,5.92,13.17,576,83276.13,3921.7
2022-07-17,4.29,15,250,72628.1,3638.53
2022-07-18,3.58,18.33,477,64154.11,3340.32
2022-07-19,1.58,20.92,834,52655.11,3090.68
2022-07-20,3.42,23.58,859,56328.13,3623.56
2022-07-21,3.29,16.38,110,74485.04,4010.28
2022-07-22,5.38,13.79,0,87101.09,4325.26
2022-07-23,3.88,12.83,22,84427.13,4040.47
2022-07-24,3.38,15.67,162,72543.03,3576.4
2022-07-25,3.33,17.92,116,83361.03,3938.4
2022-07-26,6.54,13.54,317,100258.02,4642.32
2022-07-27,6.04,12.63,54,98122.05,4571.28
2022-07-28,2.38,13.13,468,85247.03,4265.11
2022-07-29,1.25,14.71,707,71658.01,3725.04
2022-07-30,1.63,16.33,190,68942.04,4056.94
2022-07-31,1.08,16.33,20,78885.03,4056.94
2022-08-01,4.04,13.88,814,86132.02,5205.77
2022-08-02,3.29,14.13,192,73287.06,4919.8
2022-08-03,3.71,18.75,95,67354.09,5164.76
2022-08-04,3,18.67,354,84078.04,4783.21
2022-08-05,3.13,13.67,335,86616.74,4681.78
2022-08-06,4.04,12.83,432,89964.03,4828.46
2022-08-07,2.21,13.58,92,89964.03,4655.58
2022-08-08,2.13,15.54,460,80992.01,4129.71
2022-08-09,1.63,15.67,427,77663.03,3912.9
2022-08-10,1,16.29,654,70459.13,3772.23
2022-08-11,0.88,18.88,779,62502.03,3772.23
2022-08-12,1.58,20.42,839,56374.11,3284.66
2022-08-13,1.38,21.21,782,52311.05,3246.08
2022-08-14,3.04,21.79,256,54763.08,3239.15
2022-08-15,3,21.83,566,54453.03,3102.59
2022-08-16,2.79,20.67,456,57856.02,3098.3
2022-08-17,1.42,18.96,282,64135.06,3663.33
2022-08-18,2.46,16.13,61,65871.05,3920.96
2022-08-19,1.33,17.29,303,58890.82,3694.92
2022-08-20,2.04,16.67,529,62808.83,4356.59
2022-08-21,3,14.96,442,74176.06,4178.58
2022-08-22,1,14.83,386,66097,3821.22
2022-08-23,3.88,19.58,431,61514.05,3654.16
2022-08-24,3.79,20.58,546,59418.02,3720.3
2022-08-25,3.75,19.88,632,57724.03,3458.25
2022-08-26,3.04,19.46,163,59481.11,3584.25
2022-08-27,3.42,16.17,405,67848.05,4040.22
2022-08-28,2.96,15.75,157,71950.1,4218.7
2022-08-29,3.67,15.46,676,77028.13,4380.84
2022-08-30,2.38,14.67,603,81808.03,4416.91
2022-08-31,2.17,13.58,568,85619.01,4489.21
2022-09-01,1.5,13.88,638,82906.01,4442.03
2022-09-02,2.63,13.96,616,73249.22,4168.33
2022-09-03,3.88,15.46,502,75131.01,4287.79
2022-09-04,4.17,15.96,506,75041.17,4231.96
2022-09-05,4.79,16.71,404,74647.02,4196.6
2022-09-06,5.71,16.29,389,80681.01,4202.52
2022-09-07,4.63,14.88,35,89621.04,4134.15
2022-09-08,6.21,14.58,54,88106.07,4412.55
2022-09-09,2.63,14.71,79,82765.13,4329.02
2022-09-10,2.38,14.42,174,90270.02,4590.36
2022-09-11,1.21,13.5,401,96406.36,4679.88
2022-09-12,2.92,13.88,76,96406.36,4583.71
2022-09-13,5.42,13.96,265,104297.04,4740.33
2022-09-14,4.17,13.21,122,111469.03,4896.29
2022-09-15,6.21,11.58,492,114030.05,4763.05
2022-09-16,4.17,12.21,411,109948.14,4731.85
2022-09-17,4,11.38,229,126196.04,5142.24
2022-09-18,4,10.33,314,138198.45,5337.11
2022-09-19,2.13,9.83,489,149420.04,5455.76
2022-09-20,0.96,8.88,606,144797.07,5371.91
2022-09-21,1.5,8.88,570,141922.05,5276.47
2022-09-22,1.75,9.67,301,143106.05,5219.69
2022-09-23,1.92,11.29,108,127302.16,4896.58
2022-09-24,1.42,11.17,325,131427.03,5127.79
2022-09-25,2.04,10.29,401,146846.42,5375.81
2022-09-26,3.79,10.08,0,165998.28,5780.87
2022-09-27,1.5,8.63,2,181317.06,6118.62
2022-09-28,1.08,8.33,19,179428.05,6029.81
2022-09-29,3.92,9.79,112,179980.04,5999.02
2022-09-30,2.92,10.46,153,173538.05,5817.83
2022-10-01,3.83,10.21,75,163093.03,5717
2022-10-02,4.42,11.21,372,151543.06,5418.67
2022-10-03,3.88,11.42,351,144302.18,5260.43
2022-10-04,3.88,12.5,149,140120.16,5339.36
2022-10-05,6.5,13.75,0,153404.09,5755.92
2022-10-06,6.75,12.58,286,145838.05,5633.51
2022-10-07,6.46,13.25,91,156223.26,5911.21
2022-10-08,3.29,9.25,328,174193.17,6381.45
2022-10-09,2.5,8.96,434,187645.07,6348.86
2022-10-10,3.46,8.75,277,197986.13,6458.12
2022-10-11,3.29,8.79,300,189378.07,6458.35
2022-10-12,2.46,9.04,126,199624.12,6510.33
2022-10-13,2,9.83,4,178098.05,5437.24
2022-10-14,1.92,10.38,261,157095.1,4937.03
2022-10-15,2.83,11.92,170,161104.29,5122.14
2022-10-16,5,10.75,317,191772.05,5754.21
2022-10-17,3.46,11.17,6,181206.11,5597.59
2022-10-18,4.04,10.58,168,200210.21,6103.62
2022-10-19,1.5,6.67,515,221277.06,6578.74
2022-10-20,4.04,7.13,412,201875.05,6038.69
2022-10-21,2.04,10.33,0,171194.36,5416.49
2022-10-22,1.75,12.38,16,181716.33,5665.85
2022-10-23,2.58,10.5,107,171448.04,5389.91
2022-10-24,4.79,13,47,175419.08,5471.83
2022-10-25,3.63,11.63,73,187715.05,5757.32
2022-10-26,2.5,11.33,86,168158.12,5361.87
2022-10-27,2.83,13.46,116,148505.02,5067.88
2022-10-28,3.17,14.38,203,154868.27,5085.3
2022-10-29,2.79,11.88,284,154291.23,5244.7
2022-10-30,2.38,13.29,32,157953.06,5141.64
2022-10-31,2.13,11.96,209,176098.04,5453.07
2022-11-01,6.38,12.46,46,197298.12,6017.13
2022-11-02,4,9.46,129,216143.09,6562.4
2022-11-03,5.04,9.75,46,226392.07,6700.25
2022-11-04,6.13,9.04,38,217957.32,6594.96
2022-11-05,3.29,8.5,242,212537.22,6466.89
2022-11-06,5.25,9.63,64,220624.05,6676.75
2022-11-07,4.58,10.21,157,198688.05,6388.13
2022-11-08,4.83,11.83,72,206717.07,7047.77
2022-11-09,4.54,10.67,118,227122.08,7488.83
2022-11-10,5.13,10.58,9,197657.55,6372.13
2022-11-11,7.38,13.17,0,187259.11,5990.31
2022-11-12,2.83,12.13,0,209595.15,6827.01
2022-11-13,2.79,8.79,124,236483.11,7276.11
2022-11-14,5.04,8.33,10,250454.08,7514.14
2022-11-15,5.33,7.88,27,269829.14,8038.37
2022-11-16,8.88,8.04,0,316235.12,9375.14
2022-11-17,10.33,5.25,129,340099.13,10141.67
2022-11-18,6.42,3.33,90,371896.18,11031.65
2022-11-19,2.79,0.38,100,373142.42,11083.94
2022-11-20,1.92,-1,358,408577.12,12056.21
2022-11-21,1.46,-0.33,43,408245.22,11967.83
2022-11-22,5.08,1.21,0,369325.12,10721.38
2022-11-23,4.5,4.67,0,336243.11,9869.93
2022-11-24,3.13,5.88,2,336243.11,9688.4
2022-11-25,3.33,5.83,0,299997.61,9688.4
2022-11-26,1.83,5.79,239,306635.15,9245.25
2022-11-27,3.67,5.38,24,338780.13,10136.15
2022-11-28,5.42,4.83,0,353009.12,10351.97
2022-11-29,3.13,3.42,0,355752.12,10425.85
2022-11-30,2.71,3.38,57,371030.23,10792.51
2022-12-01,2.79,2.58,85,379683.12,11101.71
2022-12-02,3.38,2.33,27,387032.59,11360.95
2022-12-03,4.25,1.21,0,388455.74,11503.48
2022-12-04,5.08,2.17,4,394595.13,11780.7
2022-12-05,4.5,2.21,0,378943.15,11458.75
2022-12-06,1.25,0.71,220,407349.13,12038.69
2022-12-07,2,-1,206,444449.19,13123.62
2022-12-08,1.54,-2.71,339,428114.13,12500.06
2022-12-09,2.17,0,92,420333.55,12461.84
2022-12-10,1.83,-1.42,53,446020.13,13163.04
2022-12-11,2.21,-2.17,145,484505.16,14108.19
2022-12-12,2.67,-3.13,92,472799.14,13891.55
2022-12-13,2.38,-1.96,33,434585.92,12744.46
2022-12-14,2.5,-0.08,119,458611.83,13507
2022-12-15,1.04,-3.88,174,541883.21,15910.71
2022-12-16,0.75,-8.42,302,489183.11,13968.27
2022-12-17,4.42,-0.42,114,466308.13,13515.96
2022-12-18,4.42,-1.04,116,463418.22,13536.45
2022-12-19,4.63,1.46,0,367289.26,10778.64
